Station Name,IBNR
Ramsbach Höfle,08004932
Ramsberg,08004933
Ramsen,08004935
Ramsenthal,08004936
Ramstein,08004938
Rangendingen,08070520
Rangsdorf,08012713
Ranstadt,08004942
"Rantum, Mitte",08084076
Raschau(Schwarzenb),08012715
Rastatt,08000306
Rastatt Bahnhof Ost,08071189
Rastatt Beinle,08004944
Rastede,08004945
Rastow,08012716
Rathenow,08010296
Rathenow Nord,08012717
Rathmannsdorf(Kr Pirna),08012719
Ratingen Ost,08004948
Ratzeburg,08004952
Rätzlingen,08012705
Raubling,08004955
Rauenstein(Thür),08012723
Raumland-Markhausen,08004960
Raumünzach,08004961
Raun,08012724
Raunheim,08004962
Ravensburg,08004965
Ravensburg Bahnhof (SEV),08089483
Rebdorf-Hofmühle,08004966
Rech,08004967
Rechenberg,08012727
Rechtenstein,08004968
Rechterfeld,08004970
Reckahn,08012728
Recke,08007669
Reckendorf,08004971
Reckenfeld,08004972
Recklinghausen Hbf,08000307
Recklinghausen Süd,08000887
Reckweilerhof,08004975
Reddelich,08012729
Rednitzhembach,08004978
Redwitz(Rodach),08004979
Regen,08004981
Regensburg Hbf,08000309
Regensburg-Burgweinting,08001298
Regensburg-Prüfening,08004983
Regenstauf,08004987
Regis-Breitingen,08012731
Rehau,08004988
Rehfeld(Falkenberg),08012734
Rehfelde,08012735
Rehna,08012737
Rehweiler,08004993
Reichelsdorfer Keller,08004994
Reichelsheim(Wett),08004995
Reichenau(Baden),08004997
Reichenbach b Ettlng,08007012
Reichenbach(Fils),08004999
Reichenbach(Oberlausitz),08012738
Reichenbach(Vogtl) ob Bf,08012739
Reichenberg(Unterfr),08005002
Reichenschwand,08005005
Reichersbeuern,08005007
Reichertshausen(Ilm),08005008
Reichertshofen(Obb),08005009
Reicholzheim,08005011
Reicholzheim Ort,08071142
Reifland-Wünschendorf,08012740
Reihen,08005013
Reil,08005014
Reilsheim,08005015
Reinbek,08005016
Reinfeld(Holst),08005019
Reinhardsbrunn Bf,08081170
Reinhardsbrunn Teiche,08081610
Reinhardsbrunn-Friedrichroda,08012742
Reinheim(Odenw),08005020
Reinsbüttel,08005023
Reinsdorf(Artern),08010124
Reinsdorf(bei Nebra),08012743
Reinstedt,08012744
Reinstetten,08079094
Reinstorf Mitte,08079318
Reisen(Hess),08005026
Reiskirchen(Kr Gi),08005027
Reken,08005030
Remagen,08000310
Remagen KD,08075946
Remscheid Hbf,08005033
Remscheid Solinger Straße,08070918
Remscheid-Güldenwerth,08005034
Remscheid-Lennep,08000311
Remscheid-Lüttringhausen,08005035
Renchen,08005037
Rendsburg,08000312
Rengen,08005038
Renningen,08000313
Renningen Süd,08005001
Rennsteig,08012749
Rentrisch,08005044
Rentweinsdorf,08005045
Rentwertshausen,08012750
Rentzschmühle,08012751
Renzendorf,08005046
Rerik(Meckl),08081180
Rethen(Leine),08005047
Retzbach-Zellingen,08005049
Reuden(Zeitz),08012755
Reurieth,08012756
Reußen,08012757
Reuterstadt Stavenhagen,08012758
Reuth(b Erbendorf),08005050
"Reuth(b Plauen,Vogtl)",08012759
Reutlingen Hbf,08000314
Reutlingen West,08005052
Reutlingen-Betzingen,08005053
Reutlingen-Sondelfingen,08005054
Rhade,08005055
Rheda-Wiedenbrück,08000315
Rheinbach,08005058
Rheinbach Römerkanal,08005057
Rheinberg(Rheinl),08005059
Rheinbrohl,08005062
Rheine,08000316
Rheine-Mesum,08004000
"Rheinfelden (D), Busbahnhof",08079244
Rheinfelden(Baden),08005064
Rheinhausen,08000317
Rheinhausen Ost,08005065
Rheinsberg(Mark),08012760
Rheinsheim,08005067
Rheinsheim Schule,08070890
Rheinweiler,08005068
Rheinzabern Alte Römerstraße,08005072
Rheinzabern Bf,08005069
Rheinzabern Rappengasse,08005071
Rhens,08005070
Rhens KD,08075955
Rheydt Hbf,08000318
Rheydt-Odenkirchen,08005073
Rhinow,08012761
Rhöndorf,08005074
Ribnitz-Damgarten Ost,08012762
Ribnitz-Damgarten West,08012763
Richen(b Eppingen),08005077
Rickling,08005080
Riebau,08012764
Ried,08005083
Rieder(Harz),08012765
Riederau,08005086
Riedlingen,08005087
Riedrode,08005089
Riedstadt-Goddelau,08000126
Riedstadt-Wolfskehlen,08003605
Riegel am Kaiserstuhl Ort,08007284
Riegel-Malterdingen,08005090
Riehen,08005091
Riehen Niederholz,08005093
Rieneck,08005092
Riesa,08010297
Rieschweiler,08005094
Rieseby,08005095
Rieste,08005096
Riestedt,08012766
Rietheim(Württ),08005097
Rietschen,08012767
Rietz-Neuendorf Bus,08081049
Rimbach,08005098
Ringenwalde(Templin),08012768
Ringleben-Gebesee,08012769
Ringsheim,08005101
Rinkerode,08005102
Rinklingen,08079059
Rinnthal,08005103
Rinteln,08005104
Rippberg,08005105
Ritschenhausen,08012770
Ritterhude,08005107
Ritze,08012771
Röbel(Meckl),08081543
Röblingen am See,08010299
Rochau Forsthaus,08017304
Rochauer Heide,08012772
Rockenhausen,08005111
Rodalben,08005113
Röddenau,08004634
Rodenbach(b Hanau),08004402
Rodenbach(Dillkr),08005116
Rodenkirchen(Oldb),08005119
Rödental,08004633
Rödental Mitte,08005122
Röderau,08012780
Rödermark-Ober Roden,08000285
Rödermark-Urberach,08006031
Rodewisch,08012775
Rodewitz,08012776
Rodgau-Dudenhofen,08001567
Rodgau-Hainhausen,08002528
Rodgau-Jügesheim,08003131
Rodgau-Nieder Roden,08004351
Rodgau-Rollwald,08005156
Rodgau-Weiskirchen,08006293
Rodheim v d Höhe,08005120
Roding,08005121
Rodleben,08012777
Rödlitz-Hohndorf,08012781
Roggentin,08012785
Rohr(Thür),08012787
Rohrbach(Ilm),08000256
Rohrbach(Oberbay),08005145
Rohrbach(Pfalz),08005146
Rohrbach(Saar),08000319
Rohrdorf(Oberbay),08005148
Rohrenfeld,08005149
Röhrmoos,08005127
Röhrnbach,08070810
Roigheim,08005151
Roisdorf,08005152
Roitzsch(Bitterf),08012788
Rolandseck,08005153
Rollhofen,08005154
Rommelshausen,08005157
Rommerskirchen,08005159
Ronneburg(Thür),08010301
Ronnenberg,08005160
Ronshausen,08005161
Rönshausen,08005131
Röntgental,08081210
Rosbach v d Höhe,08005163
Rosbach(Sieg),08005164
Rosenau(b Grafenau),08005166
Rosenberg(Baden),08005168
Rosendahl-Holtwick,08002972
Rosenheim,08000320
Rosenheim Hochschule,08005173
Rosenwinkel,08012792
Röslau,08005133
Rösrath,08005134
Rösrath-Stümpen,08005143
Roßbach(Pfalz),08005172
Roßberg,08005174
Roßla,08012796
Roßlau(Elbe),08010302
Roßleben,08012797
Rossow(Fretzdorf),08012798
Roßtal,08005177
Roßtal Wegbrücke,08005178
Roßwein,08010303
Rostock Albrecht-Kossel-Platz,08070961
Rostock Hbf,08010304
Rostock Holbeinplatz,08012805
Rostock Parkstraße,08012801
Rostock Seehafen,08002002
Rostock Seehafen Nord,08012802
Rostock Thierfelder Str.,08079629
Rostock Toitenwinkel,08012808
Rostock-Bramow,08012803
Rostock-Dierkow,08012804
Rostock-Evershagen,08011523
Rostock-Hinrichsdorfer Str.,08012800
Rostock-Kassebohm,08012806
Rostock-Lichtenhagen,08012221
Rostock-Lütten Klein,08012271
Rostock-Marienehe,08012807
Rostock-Torfbrücke,08012582
Röt,08005135
Rot am See,08005179
Rötenbach(Baden),08005136
Rotenbach(Enz),08070277
Rotenburg a.d. Fulda,08005182
Rotenburg(Wümme),08000321
Rotenhain,08005184
Rötgesbüttel,08005137
Roth,08005185
Röthenbach(Allgäu),08005138
Röthenbach(Oberpf),08005139
Röthenbach(Pegnitz),08005140
Röthenbach-Seespitze,08005142
Röthenbach-Steinberg,08005141
Rothenbürg,08005189
Rothenburg ob der Tauber,08005190
Rothenstein(Saale),08012811
Rot-Malsch,08005181
Rott(Inn),08005194
Rottenacker,08005195
Rottenbach,08010305
Rottenburg(Neckar),08005197
Rottendorf,08005198
Rottershausen,08005199
Rottleben(Kyffh),08012812
Rottleberode,08012813
Rottweil,08000322
Rottweil Göllsdorf,08005200
Rottweil Neufra,08004280
Rottweil Saline,08005202
Rövershagen,08010300
Rübeland,08012815
Ruchheim,08007574
Rückersbacher Schlucht,08005208
Rückersdorf,08012816
Rückersdorf Bahnhof,08070956
Rückersdorf(Mfr),08005209
Rudersberg,08007196
Rudersberg Nord,08070079
Rudersberg-Oberndorf,08007625
Rudersdorf(Siegen),08005205
Rüdesheim(Rhein),08005213
Rüdesheim(Rhein) KD,08075969
Rüdnitz,08012819
Rudolstadt(Thür),08010306
Rudolstadt-Schwarza,08010307
Ruhland,08010308
Ruhlsdorf-Zerpenschleuse,08012821
Ruhmannsfelden,08070664
Ruhpolding,08005222
Ruhstorf,08005223
Rullstorf,08070644
Rülzheim Bf,08005217
Rülzheim Freizeitzentrum,08005214
Rumeln,08005225
Rummenohl,08005227
Rümmingen,08070524
Ründeroth,08005218
Runding,08005228
Runkel,08005229
Ruppertsgrün,08012823
Rupprechtstegen,08005231
Ruschwedel,08007845
Rüsselbach,08005219
Rüsselsheim,08005220
Rüsselsheim Opelwerk,08005221
Rutesheim,08005236
Ruthenbeck,08012824
Saal(Donau),08005238
Saalburg(Taunus),08007851
Saalfeld(Saale),08010309
Saarbrücken Hbf,08000323
Saarbrücken Ost,08005241
Saarbrücken-Burbach,08005243
Saarburg(Bz Trier),08005245
Saarhölzbach,08005246
Saarlouis Hbf,08005247
Saarmund,08081220
Saasen,08005249
Saatel,08012827
Sachsen(b Ansbach),08005250
Sachsendorf(Calbe),08012830
Sachsenhausen(Nordb),08012831
Sachsenheim,08005253
Sagard,08012832
Sagehorn,08005256
Salach,08005258
Salem,08004029
Sallach,08005259
Salmtal,08005260
Salzbergen,08005262
Salzgitter-Bad,08005265
Salzgitter-Immendorf,08005269
Salzgitter-Lebenstedt,08005270
Salzgitter-Ringelheim,08000325
Salzgitter-Thiede,08005274
Salzgitter-Watenstedt,08005275
Salzhausen(Lüneb),08070526
Salzhemmendorf DBG,08070527
Salzkotten,08005276
Salzwedel,08010310
Samtens,08012835
Sand(Niederbay),08005279
Sande,08005282
Sandebeck,08005283
Sanderbusch,08005285
Sandersleben(Anh),08010311
Sandförde,08012839
Sandhagen(b Bad Dob),08012840
Sandkrug,08005287
Sandwehle,08005288
Sangerhausen,08010312
Sanitz(b Rostock),08012841
Sanssouci,08005289
Sarnau,08005291
Sarnow,08012842
Sarstedt,08005292
Sasbach am Kaiserstuhl,08007287
Sassenroth,08005293
Sassnitz,08012843
Sassnitz Fährhafen,08089147
Sassnitz(Gr),08089125
Sassnitz-Mukran Fährhafen,08081014
Satteldorf,08005297
Sättelstädt,08012826
Satzvey,08005298
Sauerlach,08005299
Saulgrub,08005302
Saulheim,08004352
Schafbrücke,08005306
Schaffhausen,08000024
Schafstädt,08012851
Schafstall AVL,08070528
Schaftlach,08005311
Schaidt(Pfalz),08007857
Schalchen,08005312
Schalkau,08012852
Schalkau Mitte,08012854
Schalksmühle,08005316
Schalkstetten,08007072
Schallstadt,08005317
Schameder,08005319
Schandelah,08005320
Schaprode,08081011
Scharbeutz,08005321
Scharfenstein,08012853
Scharmede,08005322
Scharnebeck,08070529
Scharstorf,08012856
Schechen,08005327
Scheeßel,08005330
Scheggerott,08070530
Scheibenberg,08012859
Scheidt(Saar),08005332
Schelklingen,08005333
Schemmerberg,08005334
Schenkenzell,08005335
Scheppach,08005329
Scherfede,08005336
Scheuerfeld(Sieg),08005338
Scheven,08005339
Schieder,08005340
Schierbrok,08005343
Schierke,08017022
Schierling,08070811
Schierstedt,08012862
Schierwaldenrath,08070531
Schifferstadt,08000326
Schifferstadt Süd,08005345
Schiffweiler,08005346
Schiltach,08005350
Schiltach Mitte,08005347
Schimborn,08007280
Schirgiswalde Post,08070861
Schirgiswalde-Kirschau,08012864
Schirnding,08005352
Schkeuditz,08012865
Schkeuditz DHL,08070854
Schkeuditz West,08012863
Schkopau,08012867
Schladen(Harz),08005355
Schladern(Sieg),08005356
Schlatt(Hohenz),08007222
Schlechtbach,08007195
Schleife,08012870
Schleiz,08012871
Schleiz West,08012872
Schleswig,08005362
Schlettau(Erzgeb),08012874
Schlewecke(Nette),08005363
Schlickelde,08070915
Schlieben,08012877
Schliengen,08005364
Schlierbach(Schwalm-Eder-Kr.),08005365
Schliersee,08005367
Schloß Holte,08005369
Schluchsee,08005371
Schlüchtern,08000891
Schlüttsiel,08079003
Schmachtenhagen,08010319
Schmalkalden,08010315
Schmalkalden-Fachhochschule,08012881
Schmalnau,08005374
Schmalzgrube,08079136
Schmalzgrube Forellenhof,08079138
Schmidtheim,08005378
Schmiechen,08005379
Schmiechen Albbahn,08070974
Schmiechen(Schwab),08005381
Schmilka Grenzübergang,08071307
Schmilka Hirschgrund,08071803
Schmilka-Hirschmühle,08012888
Schmittlotheim Bf,08005382
Schmollensee,08012892
Schmölln(Ol),08012890
Schmölln(Ol) Gemeindeamt,08071712
Schmölln(Thür),08012889
Schnabelwaid,08000328
Schnaittach Markt,08005383
Schneeberg im Odenwald,08005386
Schneeberg(Mark),08012895
Schnega,08000440
Schneidhain,08007163
Schnelldorf,08005388
Schneverdingen,08005390
Schney,08005391
Schnitzmühle,08070670
Schoden-Ockfen,08005392
Schöllkrippen,08007283
Schömberg Stausee,08072211
Schömberg(b Balingen),08029359
Schöna,08012898
Schöna Dorfplatz,08012904
Schöna(Gr),08089126
Schönau(Hörsel),08012899
Schönberg(Gaildorf),08007167
Schönberg(Holstein),08070532
Schönberg(Meckl),08012902
Schönberg(Vogtl),08010317
Schönberger Strand,08070533
Schönborn(Doberl),08012903
Schondorf(Bay),08005417
Schönebeck Süd,08081260
Schönebeck(Elbe),08010318
Schönebeck-Bad Salzelmen,08012907
Schönebeck-Felgeleben,08013465
Schönebeck-Frohse,08081270
Schöneck(Vogtl),08012908
Schöneck(Vogtl) Ferienpark,08000343
Schöneck-Büdesheim,08001248
Schöneck-Kilianstädten,08003255
Schöneck-Oberdorfelden,08004523
Schönerlinde,08012910
Schönewörde,08005405
Schönfeld-Wiesa,08012913
Schönfließ(b Oranienburg),08081290
Schönfließ(Mark) Dorf,08012914
Schongau,08005418
Schöngeising,08005406
Schönhausen(Elbe),08010321
Schöningen,08005407
Schönkirchen Bf,08007314
Schönmünzach,08005409
Schönow(Angerm),08012918
Schönstedt,08012919
Schönwald(Oberfr),08005412
Schönwalde(Barnim),08081300
Schönwalde(Spreewald),08012923
Schopfheim,08005420
Schopfheim West,08005425
Schopfloch(b Freudenstadt),08005421
Schopp,08005423
Schöppenstedt,08005413
Schorndorf,08005424
Schorndorf-Hammerschlag,08007191
Schortens-Heidmühle,08002695
Schötmar,08005415
Schraplau,08012925
Schrezheim,08005431
Schriesheim,08007458
Schrobenhausen,08005432
Schrozberg,08005433
Schüptitz,08012927
Schüttorf,08005436
Schutzbach,08007080
Schwaan,08010322
Schwabach,08005439
Schwabach-Limbach,08005440
Schwabhausen(b Dachau),08005442
Schwäbisch Gmünd,08000329
Schwäbisch Hall,08005449
Schwäbisch Hall-Hessental,08000330
Schwabmünchen,08005444
Schwabsberg,08005445
Schwaig,08005451
Schwaigern Ost,08070156
Schwaigern(Württ),08005453
Schwaigern(Württ) West,08071002
Schwaikheim,08005454
Schwalbach(Taunus)Limes,08005455
Schwalbach(Taunus)Nord,08005456
Schwallungen,08012929
Schwalmstadt-Wiera,08006401
Schwandorf,08000027
Schwanheide,08012933
Schwante,08012934
Schwarmstedt,08005457
Schwarzburg,08012937
Schwarzenbach(b Pressath),08005465
Schwarzenbach(Saale),08005466
Schwarzenbek,08005468
Schwarzenberg,08006715
Schwarzenberg Hp,08012938
Schwarzenberg(Erzg),08010323
Schwarzenberg-Neuwelt,08012939
Schwarzenfeld(Opf),08005469
Schwarzheide Ost,08012941
Schwarzkollm,08012942
Schwedt(Oder),08012943
Schwedt(Oder)Mitte,08012944
Schweich(DB),08005476
Schweighofen,08007860
Schweikershain,08012946
Schweinfurt Hbf,08000032
Schweinfurt Mitte,08005479
Schweinfurt Stadt,08005481
Schweinsburg-Culten,08012947
Schweinsdorf,08005485
Schwelm,08000033
Schwelm West,08005488
Schwenningen(Bay),08005489
Schwenningen(Neckar),08005490
Schwenzin,08012949
Schweppenburg-Heilbrunnen,08071495
Schwerin Hbf,08010324
Schwerin Marienplatz,08089470
Schwerin Mitte,08012940
Schwerin Süd,08012951
"Schwerin, Platz der Jugend$Schwerin Pl.d.Jugend",08089479
Schwerin-Görries,08010325
Schwerin-Lankow,08012953
Schwerin-Margaretenhof,08012960
Schwerin-Warnitz,08012954
Schwerin-Wüstmark,08013354
Schwerte(Ruhr),08000037
Schweta Bf,08070693
Schweta Gasth,08070692
Schwetzingen,08005494
Schwieberdingen,08007326
Schwindebeck,08070650
Schwindegg,08005495
Schwörstadt,08005497
Sebnitz(Gr),08012958
Sebnitz(Sachs),08012959
Sechshelden,08005498
Sechtem,08005499
Seckach,08000042
Seddin,08013492
Sedlitz Ost,08010183
Seebach(Mühlhaus),08012961
Seebad Ahlbeck,08012962
Seebad Heringsdorf,08012963
Seebad Lubmin,08012964
Seebergen,08012965
Seebrugg,08005502
Seefeld(Mark),08012966
Seefeld(Mark) Dorf,08081060
Seefeld-Hechendorf,08005504
Seeg,08005505
Seegefeld,08081586
Seehausen(Altm),08012967
Seehausen(Uckermark),08012968
Seeleiten-Berggeist,08005506
Seelow(Mark),08012973
Seelow-Gusow,08011788
Seelvitz,08012974
Seelze,08005507
Seerhausen,08012975
Seesen,08000043
Seeshaupt,08005508
Sehlem(Kr Wittlich),08005510
Sehma,08012976
Sehnde,08005511
Seiboldsdorf,08005512
Seifersdorf,08012977
Seiffen(Erzgeb),08012978
Seifhennersdorf,08012979
Seitschen,08012981
Seitschen BHG,08080995
Selb Nord,08005516
Selb Stadt,08005517
Selbitz,08005520
Selb-Plößberg,08005518
Selhausen,08007835
Seligenstadt Mainschleifenbahn,08070859
Seligenstadt(b Würzburg),08005523
Seligenstadt(Hess),08005522
Sellin(Rügen) Ost,08012983
Sellin(Rügen) West,08070258
Sellstedt,08007811
Selm,08005525
Selm-Beifang,08005526
Seltendorf,08012984
Senden,08005532
Senftenberg,08010327
Sennelager,08005534
Sennestadt,08005535
Sennfeld,08005536
Serams,08012986
Serrig,08005539
Sersheim,08005540
Seubersdorf,08005543
Seulberg,08005544
Seulbitz,08005545
Seybothenreuth,08005547
Siebeldingen-Birkweiler,08005551
Siebenbrunn,08012988
Siebenbrunn Steinknock,08071305
Siedlinghausen,08005555
Siegburg/Bonn,08005556
Siegelsbach,08007438
Siegelsdorf,08005557
Siegen,08000046
Siegen-Geisweid,08003018
Siegen-Weidenau,08003020
Siegsdorf,08005559
Sierksdorf,08005561
Siersburg,08005562
Siershahn,08000060
Sieversdorf(Neust/D),08012992
Siglingen,08005566
Sigmaringen,08000069
Sigmaringendorf,08005568
Silbach,08005569
Silberhausen,08012993
Silberhütte NE,08017023
Silbermühle,08012995
Silberstraße,08012996
Simbach(Inn),08000072
Simmelsdorf-Hüttenbach,08005572
Simtshausen,08005573
Sindelfingen,08005574
Sindorf,08005575
Singen Industriegeb.,08079616
Singen Landesgartenschau,08005560
Singen(Hohentwiel),08000073
Singen(Thür),08012998
Singlis,08005576
Singwitz,08012999
Sinn,08005577
Sinsheim Museum/Arena,08070097
Sinsheim(Elsenz) Hbf,08005578
Sinzheim,08005587
Sinzheim Nord,08005588
Sinzig(Rhein),08005580
Sinzing,08005581
Sipplingen,08005582
Sitzendorf-Unterweißbach,08013000
Soderstorf,08070537
Soest,08000076
Sohl,08013002
Sohland,08013003
Solingen Grünewald,08005597
Solingen Hbf,08000087
Solingen Hbf,08005589
Solingen Mitte,08005598
Solingen Schule Krahenhöhe,08070917
Solingen Vogelpark,08006714
Solingen-Schaberg,08005590
Söllichau,08013001
Söllingen Kapellenstraße,08070865
Söllingen Reetzstr.,08007866
Söllingen(b Karlsr),08005585
Söllingen(Braunsch),08005584
Sollstedt,08013004
Solms,08005592
Solnhofen,08005593
Solpke,08013005
Soltau Nord,08005594
Soltau(Han),08000088
Soltendieck,08000445
Sömmerda,08010328
Sondern,08005600
Sondernach,08005601
Sondernheim,08005602
Sondershausen,08010329
Sondershausen Süd,08013006
Sondershausen-Jecha,08013007
Sonneberg(Thür)Hbf,08013008
Sonneberg(Thür)Nord,08013009
Sonneberg(Thür)Ost,08013010
Sonneberg(Thür)West,08013011
Sontheim(Schwab),08005607
Sontheim-Brenz,08005608
Sonthofen,08005609
Sontra,08005610
Sophienhof,08017040
Sophienthal,08005612
Sorge,08017024
Sörup,08005586
Sottrum,08005613
Soyen,08005614
Spaatz,08013014
Spaichingen,08005616
Spaichingen Mitte,08005617
Sparrieshoop,08007066
Spay,08005622
Spechtritz,08013015
Specken Mühle Südhemmern,08070539
Speele,08005623
Speicher,08005624
Speikern,08005625
Speyer Busbahnhof (Bussteig 1),08070911
Speyer Hbf,08005628
Speyer Nord-West,08005626
Speyer Süd,08005627
Spich,08005629
Spiegelau,08005630
Spiekeroog,08007767
Spielberg,08079048
Splau,08011082
Sponholz,08013017
Spornitz,08013018
Spremberg,08010330
Sprendlingen(Rheinhess),08005637
Springe,08005638
Sprötze,08005640
Sputendorf Abzw,08087058
St Alban,08005639
St Egidien,08010331
St Georgen(Schwarzw),08005644
St Goar,08005645
St Goar KD,08075961
St Goarshausen,08005646
St Goarshausen KD,08075960
St Ilgen-Sandhausen,08005648
St Ingbert,08005649
St Koloman,08005652
St Mang,08005653
St Michaelisdonn,08005655
St Ottilien,08005656
St Thomas,08005658
St Tönis,08070540
St Wendel,08005659
Stade,08000089
Stadt Wehlen Karl-Marx-Platz,08013026
Stadt Wehlen(Sachs),08013022
Stadtallendorf,08005661
Stadthagen,08005662
Stadtilm,08013023
Stadtoldendorf,08005665
Stadtprozelten,08005666
Stadtroda,08013025
Staffel,08005668
Stahe,08070542
Stahringen,08077773
Stakendorf,08070543
Stambach,08005673
Stammbach,08005674
Stapelburg,08013432
Starnberg,08005676
Starnberg Nord,08005675
Staßfurt,08010332
Stauchitz,08013029
Staudernheim,08005678
Staufen,08007332
Staufen Süd,08007333
Stederdorf(Kr Uelzen),08005682
Stedten,08013031
Stegenwaldhaus,08005686
Steilküste/Wittenbeck,08011847
Stein(Traun),08005687
Steina,08013033
Steinach(b Rothenburg ob der Tauber),08000091
Steinach(Baden),08005688
Steinach(Thür),08013034
Steinach(Thür)Süd,08013036
Steinalben,08005689
Steinau(Straße),08005690
Steinbach (bei Jöhstadt),08079137
Steinbach am Wald,08005692
Steinbach(b Jöhstadt) Stolln,08079139
Steinbach(b Jöhstadt) Wildbach,08079238
Steinbach-Hallenberg,08013037
Steinebach,08005699
Steinefrenz,08005700
Steinen,08005701
Steinerne Renne,08017025
Steinfeld(Oldb),08005703
Steinfeld(Pfalz),08007858
Steinfeld(Stendal),08013039
Steinfurt-Borghorst,08001096
Steinfurt-Burgsteinfurt,08000062
Steinfurt-Grottenkamp,08005712
Steinhagen(Westf),08005704
Steinhagen(Westf) Bielef. Str.,08005702
Steinhausen-Neuburg,08013040
Steinheim(Main),08005706
Steinheim(Westf),08005708
Steinhöring,08005709
Steinpleis,08010333
Steinpleis Post,08071329
Steinsfurt,08005714
Steinweiler,08005713
Steinwenden,08005715
Steinwiesen Bf,08005716
Stelle,08005717
Stelle DHE,08070547
Stemmen,08007659
Stendal,08010334
Stendal Vorbf,08013046
Stendal-Stadtsee,08010335
Stenn,08013047
Sterbfritz,08005720
Sternfeld,08013051
Sternhaus-Haferfeld,08017026
Sternhaus-Ramberg,08017027
Sterzhausen,08005722
Stetten (b. Haigerloch),08070548
Stetten am Heuchelberg,08005724
Stetten(Donau),08005723
Stetten(Schwab),08005725
Stetten-Beinstein,08005726
Stettfeld(Baden),08007134
Stiege,08017028
Stift Keppel-Allenbach,08005731
Stockach NE,08077774
Stockau,08005734
Stockdorf,08005735
Stockhausen(Lahn),08005736
Stockheim(Oberfr),08005737
Stockheim(Unterfr),08005738
Stockstadt(Main),08005739
Stockstadt(Rhein),08005740
Stolberg(Harz),08013056
Stolberg(Rheinl)Gbf,08099506
Stolberg(Rheinl)Hbf,08000348
Stolberg(Rheinl)Hbf Gl.27,08098348
Stolberg-Altstadt,08005741
Stolberg-Mühlener Bahnhof,08005745
Stolberg-Rathaus,08005743
Stolberg-Schneidmühle,08005744
Stollberg Schlachthofstraße,08017415
Stollberg(Sachs),08010337
Stollberg(Sachs) Gewerbepark,08071811
Stolpen,08013057
Stommeln,08005746
Storkow(Mark),08013058
Storzingen,08005747
Stößen,08013055
Stotternheim,08013061
Stotzheim,08005748
Stralsund Alte Rostocker Str.,08087030
Stralsund Hafen,08081012
Stralsund Hbf,08010338
Stralsund Rügendamm,08013062
Stralsund-Grünhufe,08011778
Strasburg(Uckerm),08010339
Straßberg(Harz),08017029
Straßberg-Glasebach,08084109
Straßberg-Winterlingen,08005750
Straßkirchen,08005752
Straß-Moos,08005749
Straubing,08000095
Straubing-Ost,08006745
Strausberg,08010341
Strausberg Nord,08013064
Strausberg Stadt,08081420
Strausberg-Hegermühle,08080680
Straußfurt,08010342
Streitberg,08070550
Strobelmühle,08010270
Strohkirchen,08013069
Strullendorf,08005760
Struthütten,08005761
Stryck,08005762
Stubben,08005763
Stubbenfelde,08087027
Stubersheim,08007071
Stühlingen,08005764
Stumsdorf,08010343
Stuttgart Ebitzweg,08005766
Stuttgart Feuersee,08006699
Stuttgart Flughafen/Messe,08005768
Stuttgart Hbf,08000096
Stuttgart Hbf (tief),08050096
Stuttgart Hbf (tief),08098096
Stuttgart Neckarpark,08006743
Stuttgart Nord,08005767
Stuttgart Nürnberger Str.,08004357
Stuttgart Schwabstr.,08006698
Stuttgart Stadtmitte,08006700
Stuttgart Universität,08006513
Stuttgart-Bad Cannstatt,08005769
Stuttgart-Feuerbach,08005770
Stuttgart-Münster,08005771
Stuttgart-Obertürkheim,08005772
Stuttgart-Österfeld,08005779
Stuttgart-Rohr,08005773
Stuttgart-Sommerrain,08005774
Stuttgart-Untertürkheim,08005775
Stuttgart-Vaihingen,08005776
Stuttgart-Zazenhausen,08005777
Stuttgart-Zuffenhausen,08005778
Stützerbach,08013071
Subzin-Liessow,08013072
Suchsdorf,08005781
Süderbrarup,08005782
Süderbrarup NE,08070551
Suderburg,08005780
Süderdeich,08005783
Süderlügum,08005789
Suerhop,08005788
Suhl,08010345
Suhl-Heinrichs,08013077
Sukow(b Schwerin),08013079
Sulmingen,08079100
Sülstorf,08013073
Sulz(Neckar),08005791
Sülzbach,08005786
Sülzbach Schule,08005792
Sulzbach(Inn),08005793
Sulzbach(Kocher),08007169
Sulzbach(Main),08005794
Sulzbach(Murr),08005795
Sulzbach(Saar),08005796
Sulzbach(Saar)Altenwald,08005797
Sulzbach(Taunus),08005798
Sulzbach(Taunus)Nord,08005799
Sulzbach-Rosenberg,08005800
Sulzbach-Rosenberg Hütte,08005801
Sulzberg,08005802
Sulzburg Marktplatz,08079053
Sülzenbrücken,08013074
Sulzfeld(Baden),08005805
Sünching,08005787
Sundhausen,08081660
Süßen,08005790
Syke,08005809
Syke Stadt,08076129
Sylbach,08005810
Syrau,08013080
Sythen,08005811
Tabarz,08081440
Taben,08005812
Tacherting,08005813
Tamm(Württ),08005820
Tangerhütte,08013083
Tangermünde,08013084
Tangermünde West,08013085
Tanndorf,08013087
Tanneneck,08007051
Tannheim(Württ),08005823
Tannroda,08013089
Tantow,08013090
Tantow(Gr),08089127
Tapfheim,08005824
Tarp,08005825
Tating,08005826
Taubenheim(Spree),08013092
Tauberbischofsheim,08005827
Tauberfeld,08005828
Taucha(Leipzig),08013093
Taufkirchen,08005831
Tautenhain,08013095
Tecklenburg Bf,08070555
Tegernsee,08007632
Teicha,08013097
Teichland,08012445
Teisendorf,08005833
