Station Name,IBNR
Enspel,08001801
Entringen,08001802
Entringen Hauffstraße,08071802
Entringen Obere Straße,08070864
Enzberg,08001803
Enzisweiler,08001806
Epe(Westf),08001808
Epfenhofen,08070369
Eppelborn,08001812
Eppelsheim(Rheinhess),08001813
Eppertshausen,08001814
Eppingen,08000373
Eppingen West,08079077
Eppstein,08001815
Eppstein-Bremthal,08001816
Erbach(Odenw),08001817
Erbach(Odenw) Nord,08001811
Erbach(Rheingau),08001818
Erbach(Württ),08001820
Erbstorf,08070370
Erbstorf Zie. AVL,08070643
Erdeborn,08011496
Erding,08001825
Erdmannhausen,08001827
Erdmannhausen Fa. Huober,08070898
Erdmannhausen Schweißbrücke,08070897
Erdmannsdorf-Augustusburg,08011497
Erdweg,08001829
Erfenstein,08070371
Erftstadt,08003671
Erfurt Hbf,08010101
Erfurt Hbf (Intercity-Hotel),08071357
Erfurt Nord,08010102
Erfurt Ost,08011500
Erfurt-Bischleben,08011502
Erfurt-Gispersleben,08011503
Ergenzingen,08001833
Ergoldsbach,08001835
Ergste,08001836
Eriskirch,08001838
Erkelenz,08001839
Erkersreuth,08001840
Erkner,08013477
Erkrath,08001841
Erkrath-Nord,08001842
Erla,08011505
Erlabrunn(Erzgeb),08011506
Erlangen,08001844
Erlangen-Bruck,08001845
Erlau(Sachs),08011507
Erlenbach(Main),08001848
Ermsleben,08011510
Erndtebrück,08001851
Ernsgaden,08001853
Ernsthausen,08001854
Ernstthal am Rennsteig,08011512
Erpel(Rhein),08001858
Erpolzheim,08001860
Ersingen,08001861
Ersingen West,08079090
Erzhausen,08001864
Erzingen(Baden),08001865
Erzingen(Württ),08029357
Eschborn,08001870
Eschborn Süd,08001871
Eschede,08001872
Eschelbronn,08007443
Eschenau(b Heilbronn),08001874
Eschenau(Mittelfr),08001875
Eschenbach(b Markt Erlbach),08001877
Eschenlohe,08001880
Escherndorf,08070857
Eschhofen,08001883
Eschwege,08001884
Eschwege West,08000097
Eschwege-Niederhone,08001895
Eschweiler Hbf,08001886
Eschweiler Talbahnhof,08001888
Eschweiler-Nothberg,08001889
Eschweiler-St.Jöris,08001917
Eschweiler-Weisweiler,08001893
Eschweiler-West,08001887
Esens Bahnhofstraße,08000460
Esens ZOB,08000458
Esens(Ostfriesl),08001890
Espel,08070916
Espelkamp,08001894
Espenau-Mönchehof,08004060
Esperstedt(b Querfurt) Süd,08011517
Esperstedt(Kyffh),08011515
Esperstedt(Querf),08011516
Essen Hbf,08000098
Essen Stadtwald,08001896
Essen Süd,08001897
Essen West,08001898
Essen(Oldb),08001899
Essen(Oldb) EFH,08070379
Essen-Altenessen,08001900
Essen-Bergeborbeck,08001901
Essen-Borbeck,08001902
Essen-Borbeck Süd,08005031
Essen-Dellwig,08001903
Essen-Dellwig Ost,08001904
Essen-Eiberg,08001905
Essen-Frohnhausen,08001906
Essen-Gerschede,08001907
Essen-Holthausen,08006514
Essen-Horst,08006194
Essen-Hügel,08001908
Essen-Kray Nord,08001910
Essen-Kray Süd,08001911
Essen-Kupferdreh,08001912
Essen-Steele,08000099
Essen-Steele Ost,08001913
Essen-Überruhr,08001914
Essen-Werden,08001915
Essen-Zollverein Nord,08001909
Eßleben,08001919
Esslingen(Neckar),08001920
Esslingen-Mettingen,08001921
Esslingen-Zell,08006642
Esting,08001996
Etelsen,08001924
Ettenhausen,08011519
Etterzhausen,08001925
Ettlingen Stadt,08007007
Ettlingen West,08001926
Etzbach,08001928
Etzelwang,08001929
Etzenbach,08007334
Etzenricht,08001932
Etzenrot,08007008
Etzleben,08011520
Eubigheim,08001933
Euerdorf,08001935
Euskirchen,08000100
Eutin,08001941
Eutingen im Gäu,08000101
Eutingen(Baden),08001942
Eutzsch,08011522
Eyach,08001946
Eyendorf,08070383
Eystrup,08001949
Fachingen(Lahn),08001950
Fährbrücke,08011524
Fahrenholz(Elbe),08070709
Fahrenkrug,08001953
Fahrnau,08001954
Falkenau(Sachs)Hp,08011528
Falkenau(Sachs)Süd,08011529
Falkenberg(Elster),08010103
Falkenberg(Mark),08011531
Falkenberg-Kiebitz,08017425
Falkenhagen Gewerbepark Prignitz,08017346
Falkenhagen(Prign),08011532
Falkensee,08013479
Falkenstein(Vogtl),08010106
Fallersleben,08001957
Falls,08001959
Fangschleuse,08011533
Farchant,08001961
Fasanenpark,08001963
Faulbach(Main),08001964
Faurndau,08001965
Favoritepark,08001967
Fehmarn-Burg,08001274
Feilitzsch,08001969
Feldafing,08001970
Feldberg(Meckl),08011534
Feldberg-Bärental,08001971
Felde,08001977
Feldhausen,08001972
Feldkirchen(b München),08001973
Fellbach,08001974
Felsberg-Altenbrunslar,08000520
Felsberg-Gensungen,08002236
Felsberg-Wolfershausen,08006546
Ferch-Lienewitz,08013480
Ferdinandshof,08011536
Fermerswalde,08011537
Ferndorf(Siegen),08001976
Feucht,08001978
Feucht Ost,08001988
Feucht-Moosbach,08002520
Feuchtwangen Bf,08070601
Feudingen,08001980
Fichtenberg,08001982
Filderstadt,08001984
Filsen,08001983
Finkenheerd,08011540
Finkenkrug,08011541
Finnentrop,08000102
Finningerstraße,08001985
Finsterwalde(Niederlausitz),08011542
Fischbach(Nürnberg),08001989
Fischbachau,08001992
Fischbach-Camphausen,08001990
Fischbach-Weierbach,08001991
Fischen,08001995
Fischhaus,08070806
Fischhausen-Neuhaus,08001998
Fladungen,08002001
Flechtingen,08011544
Fleetmark,08011545
Flehingen,08002005
Flensburg,08000103
Flensburg(Gr),08002007
Flensburg-Weiche,08070006
Flieden,08002010
Flintbek,08002011
Flintsbach,08002012
Flöha,08010108
Flöha-Plaue,08010128
Flomersheim,08002014
Flörsheim(Main),08002013
Floßmühle,08011548
Fohrde,08011550
Fohrde Dorf,08081065
Föhren,08002018
Forbach(fr),08002021
Forbach(Schwarzw),08002022
Förbau,08002019
Forchheim(b Karlsruhe),08002023
Forchheim(Oberfr),08002024
Förderstedt,08011549
Fornsbach,08002026
Fornsbach Ersatzhaltestelle L1066,08071023
Forst(Gr),08089122
Forst(Lausitz),08010111
Forsthaus,08002027
Forsting,08002028
Forth,08002029
Förtha(Eisenach),08010110
Förtschendorf,08002020
Frahelsbruck,08007344
Frankenberg(Eder),08000104
Frankenberg(Sachs),08011553
Frankenberg(Sachs) Süd,08011554
Frankeneck,08070390
Frankenhain,08011555
Frankenstein(Pfalz),08002036
Frankenstein(Sachs),08011556
Frankenthal Hbf,08000332
Frankfurt am Main - Stadion,08002040
Frankfurt Hbf (tief),08098105
Frankfurt(M) Flughafen Fernbf,08070003
Frankfurt(M) Flughafen Regionalbf,08070004
Frankfurt(M) Flughafen Terminal 2,08089361
Frankfurt(M)Flughafen,08000281
Frankfurt(M)Galluswarte,08006690
Frankfurt(M)Hauptwache,08006692
Frankfurt(M)Hbf Stuttgarter Str.,08089211
Frankfurt(M)Konstablerwache,08004429
Frankfurt(M)Lokalbahnhof,08002038
Frankfurt(M)Mühlberg,08002034
Frankfurt(M)Ostendstraße,08002058
Frankfurt(M)Stresemannallee,08002059
Frankfurt(M)Taunusanlage,08006691
Frankfurt(Main) Außenbahnhof,08099505
Frankfurt(Main)Hbf,08000105
Frankfurt(Main)Messe,08079632
Frankfurt(Main)Ost,08002039
Frankfurt(Main)Süd,08002041
Frankfurt(Main)West,08002042
Frankfurt(Oder),08010113
Frankfurt(Oder) Kleist Forum,08080985
Frankfurt(Oder)(Gr),08089124
Frankfurt(Oder)-Neuberesinchen,08011557
Frankfurt(Oder)-Rosengarten,08011559
Frankfurt-Berkersheim,08002043
Frankfurt-Eschersheim,08002045
Frankfurt-Frankfurter Berg,08002044
Frankfurt-Griesheim,08002046
Frankfurt-Höchst,08000106
Frankfurt-Höchst Farbwerke,08002051
Frankfurt-Louisa,08002047
Frankfurt-Mainkur,08002048
Frankfurt-Nied,08002049
Frankfurt-Niederrad,08002050
Frankfurt-Rödelheim,08002052
Frankfurt-Sindlingen,08002053
Frankfurt-Sossenheim,08002054
Frankfurt-Unterliederbach,08007158
Frankfurt-Zeilsheim,08002055
Frankleben,08011560
Frauenalb-Schielberg,08007010
Frauenau,08002057
Frauendorf(Sachs),08011561
Frauenhain,08011563
Frechen-Königsdorf,08002389
Freckleben,08011564
Freden(Leine),08002063
Fredersdorf(b Berlin),08080440
Fredersdorf(Belzig),08011565
Freiberg(Neckar),08002065
Freiberg(Sachs),08010115
Freiburg Klinikum,08002077
Freiburg Messe/Universität,08000453
Freiburg West,08002066
Freiburg(Breisgau) Hbf,08000107
Freiburg(Breisgau) ZOB,08089362
Freiburg-Herdern,08002067
Freiburg-Littenweiler,08002068
Freiburg-St Georgen,08002069
Freiburg-Wiehre,08002070
Freiburg-Zähringen,08002071
Freienohl,08002073
Freienorla,08011567
Freihalden,08002074
Freihöls,08002075
Freihung,08002076
Freilassing,08000108
Freilassing-Hofham,08002085
Freimersheim(Rheinh),08000340
Freinsheim,08000374
Freising,08002078
Freital-Coßmannsdorf,08011568
Freital-Deuben,08011569
Freital-Hainsberg,08010116
Freital-Hainsberg West,08011570
Freital-Potschappel,08013445
Frellstedt,08002080
Frelsdorf,08007804
Fremdingen Bf,08070392
Fremersdorf,08002083
Frenz,08011571
Fresenburg,08002086
Fretzdorf,08011572
Freudenberg-Kirschfurt,08002089
Freudenstadt Hbf,08000110
Freudenstadt Industriegebiet,08002087
Freudenstadt Schulzentrum,08002090
Freudenstadt Stadt,08002091
Freusburg Siedlung,08002092
Freyburg(Unstrut),08011573
Freyung Bf,08002094
Frickenhausen,08007446
Frickenhausen Kelterstraße,08090022
Frickhofen,08002095
Fridingen(b Tuttlingen),08002096
Fridolfing,08002097
Friedberg Süd,08002105
Friedberg(Augsburg),08002099
Friedberg(Hess),08000111
Friedelhausen,08002100
Friedelsheim,08007571
Friedensdorf(Lahn),08002101
Friedersdorf(Königs Wusterhausen),08011574
Friedewald(Kr Dresden) Bad,08011575
Friedewald(Kr Dresden)Hp,08011576
Friedland(Han),08002102
Friedrich Wilhelmshütte,08002104
Friedrichroda,08011578
Friedrichroda TWSB,08081747
Friedrichsdorf(Taunus),08002108
Friedrichsfeld(Niederrhein),08002109
Friedrichsgabe,08079024
Friedrichshafen Fähre,08070112
Friedrichshafen Flughafen,08002120
Friedrichshafen Hafen,08002110
Friedrichshafen Hafenbahnhof Platz 9,08089482
Friedrichshafen Landratsamt,08002122
Friedrichshafen Ost,08002030
Friedrichshafen Stadt,08000112
Friedrichshafen-Fischbach,08002111
Friedrichshafen-Kluftern,08003345
Friedrichshafen-Manzell,08003850
Friedrichshöhe,08017009
Friedrichsruh,08002113
Friedrichsruhe(Meck),08011582
Friedrichssegen,08002114
Friedrichstadt,08002115
Friedrichstal b Freudenstadt,08002126
Friedrichstal(Baden),08002116
Friedrichsthal(b Bayreuth),08002118
Friedrichsthal(Saar),08002117
Friedrichsthal(Saar) Mitte,08002132
Friedrichswalde(b Eberswalde),08011583
Friesack(Mark),08011585
Friesdorf,08011586
Friesdorf Ost,08011587
Friesenheim(Baden),08002123
Frimmersdorf,08002127
Fritzlar,08002129
Frohburg,08011588
Frömern,08002130
Frommern,08002133
Fröndenberg,08000113
Fronhausen(Lahn),08002134
Frose,08010119
Fröttstädt,08010118
Fulda,08000115
Fuldatal-Ihringshausen,08003053
Fürfurt,08002137
Furschenbach,08007005
Fürstenberg(Havel),08010399
Fürstenberg(Havel) Luisenstr/Rathenaustr,08070950
Fürsteneck,08070809
Fürstenfeldbruck,08002141
Fürstenwald,08002145
Fürstenwalde Süd,08011591
Fürstenwalde(Spree),08010120
Fürstenzell,08002146
Furth i Wald,08002159
Furth i Wald(Gr),08000003
Fürth Westvorstadt,08002149
Furth(b Deisenhofen),08002161
Fürth(Bay)Hbf,08000114
Fürth(Odenw),08002150
Fürth-Burgfarrnbach,08002152
Fürth-Dambach,08002153
Fürth-Unterfarrnbach,08002154
Fürth-Unterfürberg,08002155
Füssen,08002156
Fußgönheim,08007572
Fützen,08070394
Gablingen,08002162
Gadebusch,08011592
Gaggenau Bf,08002167
Gaggenau Mercedes-Benz Werk,08006733
Gaildorf Stadt,08007165
Gaildorf West,08002168
Gaimersheim,08002171
Gaißach,08002173
Galgenschanze,08002175
Gallin,08011593
Gamburg(Tauber),08002177
Gammertingen,08007229
Gammertingen Europastraße,08070382
Ganderkesee,08002179
Gangloffsömmern,08011594
Ganzlin,08011595
Garbeck,08002180
Garbenteich,08002182
Garching(Alz),08002184
Gardelegen,08011596
Garding,08002185
Garftitz,08011597
Garlstorf(Harburg),08070396
Garmisch-Partenkirchen,08002187
Garmisch-Partenkirchen Hausberg,08002188
Gars(Inn),08002189
Garßen,08070217
Gärtringen,08002165
Gasseldorf,08070397
Gatersleben,08011599
Gau Algesheim,08000375
Gau Bickelheim,08002191
Gaubüttelbrunn,08002195
Gäufelden,08002166
Gausbach,08002197
Gauselfingen,08007227
Gauting,08002198
Gebra(Hainleite),08011602
Geeste,08002203
Geestenseth,08007805
Geestgottberg,08010121
Gehlberg,08011603
"Gehlberg Ort, Post",08081763
Gehofen,08011604
Geigant,08002205
Geilenkirchen,08002206
Geilhausen,08002207
Geiselhöring,08002209
Geisenbrunn,08002210
Geisenhausen,08002211
Geisenheim,08002212
Geising,08011609
Geisingen,08002214
Geisingen-Aulfingen,08002200
Geisingen-Hausen,08002204
Geisingen-Kirchen,08002213
Geisingen-Leipferdingen,08002215
Geislingen(Steige),08002218
Geislingen(Steige)West,08002217
Geitau,08002220
Geithain,08010122
Gelbensande,08011611
Geldern,08002222
Gelindchen,08070398
Gelnhausen,08000117
Gelsenkirchen Hbf,08000118
Gelsenkirchen Zoo,08002223
Gelsenkirchen-Buer Nord,08002224
Gelsenkirchen-Buer Süd,08002225
Gelsenkirchen-Hassel,08002226
Gelsenkirchen-Rotthausen,08002227
Geltendorf,08000119
Gemmingen,08002228
Gemmingen West,08071001
Gemünden(Main),08000120
Genderkingen,08002233
Gendorf,08002234
Gengenbach,08002235
Gennweiler,08002238
Genshagener Heide,08080460
Gensingen-Horrweiler,08000121
Genthin,08010123
Genzien,08011614
Georgensgmünd,08002237
Georgenthal(Thür),08011616
Gera Gessental,08011618
Gera Hbf,08010125
Gera Ost,08011617
Gera Süd,08010126
Geraberg,08011624
Geradstetten,08002240
Gera-Langenberg,08011619
Gera-Liebschwitz,08011620
Gera-Zwötzen,08011623
Gerhausen,08002242
Gerichshain,08011626
Gerlachsheim,08002243
Gerlenhofen,08002244
Germering-Unterpfaffenhofen,08006006
Germersheim,08000376
Germersheim Mitte/Rhein,08002239
Germersheim Süd/Nolte,08002241
Gern-Altenburg,08002246
Gernlinden,08002247
Gernrode(Harz),08010127
Gernrode-Niederorschel,08012492
Gernsbach Bf,08002248
Gernsbach Mitte,08002250
Gernsheim,08002249
Geroldshausen,08002251
Gerolstein,08000123
Gerolstein Lokschuppen,08070841
Gersdorf(Görlitz),08011628
Gersfeld(Rhön),08002254
Gerstetten,08007075
Gersthofen,08002256
Gerstungen,08011629
Gertenbach,08002259
Gerwisch,08011630
Geseke,08002262
Gessertshausen,08002263
Gettenau-Bingenheim,08002265
Gettorf,08002266
Gevelsberg Hbf,08002267
Gevelsberg West,08002268
Gevelsberg-Kipp,08002509
Gevelsberg-Knapp,08001943
Giengen(Brenz),08002272
Giersleben,08011632
Gießen,08000124
Gießen Erdkauter Weg,08001826
Gießen Licher Str,08003674
Gießen Oswaldsgarten,08002269
Gifhorn,08000185
Gifhorn Stadt,08002274
Gilching-Argelsried,08002275
Gildenhall,08011633
Gillrath,08070399
Gingen(Fils),08002278
Girod,08002280
Gittelde/Bad Grund(Harz),08002281
Gladbeck Ost,08002283
Gladbeck West,08000125
Gladbeck-Zweckel,08002284
Glan-Münchweiler,08002286
Glanzstoffwerke,08002287
Glashütte(Sachs),08011636
Glashütte(Sachs) Busbf,08071636
Glaubitz(Riesa),08011637
Glauburg-Glauberg,08002288
Glauburg-Stockheim,08000347
Glauchau(Sachs),08010129
Glauchau-Schönbörnchen,08010130
Gleisberg-Marbach,08011638
Glesch,08002290
Globig,08011640
Glossen(b Oschatz),08070199
Glöwen,08011641
Glückauf,08011643
Glückstadt,08002293
Gmund(Tegernsee),08007631
Gnadau,08010084
Gnarrenburg,08007114
Gnarrenburg Nord,08070036
Gnevkow,08011646
Göbelnrod,08002301
Goch,08002296
Gochsheim(Baden),08007143
Godelheim,08002299
Gödenstorf-Oelstorf,08070656
Godramstein,08002300
Göhrde,08002304
Göhren(Rügen),08011651
Gokels,08002319
Goldbeck(Osterburg),08011665
Goldberg(Württ),08005201
Goldenstedt(Oldb),08002320
Goldhausen,08002321
Goldshöfe,08000380
Göllheim-Dreisen,08070257
Göllingen(Kyffh),08011653
Gollmitz(Niederlausitz),08011667
Golm,08013481
Gölshausen,08002307
Gölshausen Industriegebiet,08002306
Golßen(Niederlausitz),08011668
Golzow(Brandenb)Nord,08011669
Golzow(Brandenburg),08011670
Golzow(Eberswalde),08011671
Golzow(Oderbruch),08011672
Gomadingen,08070400
Gommern,08011673
Gondelsheim Schloßstadion,08070011
Gondelsheim(Baden),08002326
Gönnheim,08007776
Göppingen,08000127
Göppingen Busbf,08089369
Görden,08011654
Gorgast,08011674
Görlitz,08010131
Görlitz-Rauschwalde,08012869
Görlitz-Weinhübel,08011656
Görlitz-Weinhübel Joh.-R.-Becher-Straße,08070852
Görsbach,08011657
Görschnitz,08002312
Gosberg,08002329
Goslar,08000130
Goßdorf-Kohlmühle,08011676
Goßfelden,08002332
Goßmannsdorf,08002333
Gößnitz,08010134
Gößweinstein,08070401
Gotha,08010136
Gotha 18.-März Str.,08081034
Gotha B.-v.-Suttner-Platz,08084111
Gotha Bahnhofstraße,08081029
Gotha Ernststraße,08081030
Gotha Hbf (TH),08081700
Gotha Hersdorfplatz,08081033
Gotha Hersdorfstraße,08081038
Gotha Huttenstr.,08081690
Gotha Inselsbergstr.,08081035
Gotha Kreiskrankenhaus,08081655
Gotha Leinefelder Str.,08081036
Gotha Myconiusplatz,08081032
Gotha Orangerie,08081037
Gotha Ost,08011678
Gotha Reuterstr.,08081764
Gotha Schöne Aussicht,08081670
Gotha Wagenhalle,08081680
Gotha Waltershäuser Str.,08081031
Götschendorf,08011659
Gottenheim,08002334
Gotteszell,08002335
Göttingen,08000128
Göttingen Busbf,08089202
Gottmadingen,08002337
Götz,08011662
Graal-Müritz,08012583
Graal-Müritz Koppelweg,08012584
Graben(Lechfeld)Gewerbepark,08002346
Graben-Neudorf,08000131
Graben-Neudorf Nord,08002345
Graben-Neudorf Nord Polizei,08070888
Graben-Neudorf SEW-Eurodrive,08070936
Grabow(Meckl),08011681
Gräfelfing,08002339
Grafenaschau,08002343
Grafenau,08002344
Gräfenberg,08002340
Gräfendorf,08002341
Gräfenhainichen,08011683
Gräfenhainichen Ferropolis,08071658
Gräfenroda,08010137
Gräfenroda Ort,08011684
Gräfenstuhl-Klippmühle,08011685
Gräfentonna,08011687
Grafenwiesen,08007339
Grafing Bahnhof,08002347
Grafing Stadt,08002348
Grafling-Arzting,08002349
Grafrath,08002351
Grambow,08011689
Grambow(Gr),08089123
Gransee,08011691
Gransee Gymnasium,08079851
Grauschwitz Flocke,08070660
Gräveneck,08002342
Grävenwiesbach,08000132
Grebenstein,08002358
Greding Marktplatz,08002359
Greifswald,08010139
Greifswald Süd,08011694
Greiz,08010140
Greiz-Dölau,08011697
Grenzach,08002365
"Grenzach, Sparkasse",08079222
Greppin,08011699
Greußen,08011700
Greven,08002369
Grevenbroich,08000133
Grevesmühlen,08010141
Grieben(b Gransee),08011701
Grieben(Meckl),08011702
Griebo,08011703
Griefstedt,08084070
Griesen(Oberbay),08017041
Grießen(Baden),08002373
Grimma Karl-Marx-Straße,08070938
Grimma ob Bf,08011705
Grimmelshofen,08070406
Grimmen,08011707
Grimmenthal,08010142
Grobau,08011709
Gröbenzell,08002377
Gröbers,08011711
Gröditz(Riesa),08011712
Grombach,08002380
Grombach Kirchhardter Straße,08070922
Gronau(Westf),08000382
Gronau(Westf)Gr,08080132
Gronsdorf,08002383
Groß Ammensleben,08011714
Groß Brütz,08011718
Groß Dalzig,08013447
Groß Düngen,08002405
Groß Garz,08011720
Groß Gerau,08000136
Groß Gerau-Dornberg,08002386
Groß Gerau-Dornheim,08001511
Groß Gräfendorf,08011721
Groß Ippener DHE,08070403
Groß Karben,08002388
Groß Kiesow,08011723
Groß Köris,08013109
Groß Kreutz,08011725
Groß Laasch,08011726
Groß Langerwisch,08011727
Groß Leuthen-Gröditsch,08011728
Groß Lüsewitz,08011729
Groß Mackenstedt DHE,08070404
Groß Pankow,08011730
Groß Quassow,08011731
Groß Quenstedt,08011732
Groß Rietz Bushst,08081048
Groß Rohrheim,08002391
Groß Schönebeck,08011734
Groß Schwaß,08011735
Großarmschlag,08002399
Großauheim(Kr Hanau),08002400
Großbeeren,08011740
Großbothen,08010144
Großbüllesheim,08002402
Großburgwedel,08002403
Großderschau,08011744
Großdeuben,08011745
Großen Buseck,08002409
Großen Linden,08002410
Großenaspe,08007060
Großenbrode,08002411
Großengottern,08011746
Großenhain Berl Bf,08011748
Großenhain Cottb Bf,08011749
Großenkneten,08002412
Großenlüder,08002413
Großfurra,08011750
Großgeschaidt,08002416
Großharthau,08011751
Großhelfendorf,08002420
Großheringen,08010145
Großhesselohe Isartalbf,08002422
Großkarolinenfeld,08002424
Großkorbetha,08010146
Großkrotzenburg,08002425
Großkugel,08011752
Großlehna,08011753
Großneuhausen,08011754
Großpösna,08011755
Großpostwitz,08010147
Großräschen,08011756
Großröhrsdorf,08011758
Großrudestedt,08011759
Großsachsen Bahnhof OEG,08007463
Großschönau(Sachs),08011761
Großschwabhausen,08011762
Großschweidnitz,08010148
Großsteinberg,08011763
Großstöbnitz,08013482
Groß-Umstadt Klein-Umstadt,08003315
Groß-Umstadt Mitte,08002393
Groß-Umstadt Wiebelsbach,08000384
Großwalbur,08002432
Großwudicke,08011766
Grötzingen,08000381
Grötzingen Krappmühlenweg,08007861
Grötzingen Oberausstraße,08079057
Grub am Forst,08002434
Grub(Oberbay),08002435
Grub(Oberpf),08002436
Gruiten,08000138
Grüna(Sachs)Hp,08011770
"Grüna, Poststraße",08071612
Grunbach,08002448
Grünbach(Vogtl),08011773
Grünberg(Oberhess),08002439
Grünebach Ort,08002441
Grünebacherhütte,08002442
Grüneberg,08011776
Grunern Gasth Bahnhof,08079049
Grünhainichen-Borstendorf,08011777
Grunow(Niederlausitz),08010150
Grünsfeld,08002447
Grünstadt,08000137
Grünstadt Nord,08002444
Grünstädtel,08011779
Grüntal-Wittlensweiler,08002445
Gstadt(Wanderbahn),08070669
Guben,08010357
Gültstein,08070604
Gummersbach,08002462
Gumpenried-Asbach,08070599
Gundelfingen(Bay),08002466
Gundelfingen(Breisgau),08002465
Gundelsdorf,08002467
Gundelshausen,08002468
Gundelsheim(Neckar),08002470
Gundersheim(Rheinhess),08002473
Gündlkofen,08002457
Güntersberge,08017011
Guntersblum,08002474
Günzach,08002458
Günzburg,08000139
Gunzen,08011787
Gunzenhausen,08000385
Güsen(b Genthin),08010151
Gussenstadt,08007074
Güsten,08010152
Gustorf,08002477
Güstrow,08010153
Gutach(Breisgau),08002478
Gutenfürst,08011790
Güterglück,08010154
Gütersloh Hbf,08002461
Gütersloh Nord,08070410
Guthmannshausen,08011791
Guxhagen,08002484
Haan,08002490
Haar,08002491
Haarhausen,08011792
Hachelbich,08011793
Hachenburg,08002494
Hadamar,08002495
Hademarschen,08002496
Hademstorf,08002497
Hadmersleben,08011794
Haffkrug,08002504
Hage KOF,08070412
Hagebök,08011797
Hagelstadt,08002506
Hagen Hbf,08000142
Hagen(Han),08002507
Hagenbach,08002515
Hagenbüchach,08002517
Hagen-Heubing,08002512
Hagen-Oberhagen,08002514
Hagenow Land,08010156
Hagenow Stadt,08011798
Hagen-Vorhalle,08000977
Hagen-Wehringhausen,08006712
Hagenwerder,08011799
Hagen-Westerbauer,08004440
Hagnau(Bodensee),08006820
Hahn Flughafen Terminal 2,08002518
Hähnichen,08011795
Hähnlein-Alsbach,08002498
Hahn-Wehen,08070413
Haidenaab-Göppmannsbühl,08002523
Haidkapelle,08070414
Haiger,08000386
Haiger Obertor,08002524
Haigerloch,08070415
Hailer-Meerholz,08002526
Hainburg Hainstadt,08002531
Haine Bahnhof,08002527
Hainewalde,08011801
Hainewalde Berghäuser,08071801
Hainichen,08011802
Hainstadt(Baden),08002529
Haitz-Höchst,08002532
Halbe,08011805
Halberstadt,08010157
Halberstadt Oststr,08011808
Halberstadt-Spiegelsberge,08011809
Halbmeil,08002533
Haldensleben,08010158
Haldern(Rheinl),08002536
Halen,08002537
Halfing,08070801
Hallbergmoos,08002534
Halle Dessauer Brücke,08080560
Halle Messe,08010155
Halle Rosengarten,08080570
Halle Steintorbrücke,08080580
Halle Südstadt,08080590
Halle Wohnstadt Nord,08080600
Halle Zoo,08080610
Halle Zscherbener Straße,08080620
Halle(Saale)Hbf,08010159
Halle(Saale)Hbf Ernst-Kamieth-Str. Hst.9,08070814
Halle(W) Gerry-Weber-Stadion,08080630
Halle(Westf),08002539
Halle-Ammendorf,08010162
Halle-Neustadt,08010160
Halle-Nietleben,08011813
Halle-Silberhöhe,08013448
Halle-Trotha,08011814
Hallig Hooge,08079001
Hallig Langeneß,08079002
Hallstadt(b Bamberg),08002542
Halstenbek,08002545
Haltern am See,08000145
Haltingen,08002546
Hambostel,08007529
Hamburg Airport,08002547
Hamburg Alte Wöhr,08000512
Hamburg Berliner Tor,08000908
Hamburg Billwerder-Moorfleet,08000971
Hamburg Burgwedel,08007046
Hamburg Dammtor,08002548
Hamburg Diebsteich,08001438
Hamburg Elbgaustraße,08001739
Hamburg Friedrichsberg,08002106
Hamburg Hasselbrook,08002628
Hamburg Hbf,08002549
Hamburg Hbf (S-Bahn),08098549
Hamburg Hochkamp,08002873
Hamburg Hoheneichen,08002946
Hamburg Holstenstraße,08002550
Hamburg Jungfernstieg,08003137
Hamburg Klein Flottbek,08003312
Hamburg Königstraße,08006706
Hamburg Kornweg(Klein Borstel),08003410
Hamburg Landungsbrücken,08003518
Hamburg Landwehr,08003519
Hamburg Mittlerer Landweg,08004048
Hamburg Neuwiedenthal,08006750
Hamburg Reeperbahn,08006705
Hamburg Rübenkamp,08005207
Hamburg Stadthausbrücke,08005663
Hamburg Wandsbeker Chaussee,08006198
Hamburg Wendemuthstraße,08071258
Hamburg-Allermöhe,08000779
Hamburg-Altona,08002553
Hamburg-Altona(S),08098553
Hamburg-Bahrenfeld,08000780
Hamburg-Barmbek,08000805
Hamburg-Bergedorf,08002554
Hamburg-Blankenese,08001007
Hamburg-Eidelstedt,08002555
Hamburg-Eidelstedt Zentrum,08007044
Hamburg-Fischbek,08002556
Hamburg-Hammerbrook,08004266
Hamburg-Harburg,08000147
Hamburg-Harburg Rathaus,08004267
Hamburg-Harburg(S),08098147
Hamburg-Heimfeld,08006749
Hamburg-Hörgensweg,08002909
Hamburg-Iserbrook,08003088
Hamburg-Langenfelde,08003541
Hamburg-Nettelnburg,08004241
Hamburg-Neugraben,08002557
Hamburg-Ohlsdorf,08004661
Hamburg-Othmarschen,08004719
Hamburg-Poppenbüttel,08004862
Hamburg-Rahlstedt,08002558
Hamburg-Rissen,08005106
Hamburg-Rothenburgsort,08005191
Hamburg-Schnelsen,08007045
Hamburg-Stellingen,08002559
Hamburg-Sternschanze,08070146
Hamburg-Sülldorf,08005785
Hamburg-Tiefstack,08005870
Hamburg-Tonndorf,08006197
Hamburg-Veddel,08006062
Hamburg-Wandsbek,08002560
Hamburg-Wellingsbüttel,08006319
Hamburg-Wilhelmsburg,08002561
Hämelerwald,08002499
Hameln,08000148
Hämerten,08011796
Hamm(Westf),08000149
Hamm(Westf) Süd RLG,08070418
Hammah,08002565
