IBNR,Station Name
8000853,Opladen
8000853,OP
8000853,Leverkusen-Opladen
8000858,Beimerstetten
8000859,Malsfeld-Beiseförth
8000859,Beiseförth
8000860,Beldorf
8000861,Bellheim Am Mühlbuckel
8000862,Bellenberg
8000863,Bellheim Bf
8000864,Bad Bellingen
8000864,Bellingen Bad
8000865,Bempflingen
8000869,Benediktbeuern
8000870,Bengel
8000871,Bennemühlen
8000872,Bennigsen
8000873,Benningen(Neckar)
8000875,Ottweiler(Saar)
8000875,OTW
8000876,Pirmasens Nord
8000877,Bensheim-Auerbach
8000879,Bad Bentheim
8000879,Bentheim Bad
8000880,Radolfzell
8000882,Beratzhausen
8000885,Berchtesgaden Hbf
8000885,BGD
8000887,Recklinghausen Süd
8000888,Bergen(Oberbay)
8000889,Bergenweiler
8000889,Sontheim-Bergenwe.
8000890,Berg(Pfalz)
8000891,Schlüchtern
8000891,SLÜ
8000892,Berghausen(b Wittgenstein)
8000892,Bad Berleburg-Bergha
8000893,Berghausen(Baden)
8000893,Pfinztal-Berghausen
8000894,Berghausen(Pfalz)
8000894,Römerberg-Berghausen
8000899,Bergisch Gladbach
8000899,GL
8000901,Beringerfeld
8000902,Bergtheim
8000903,Beringen Bad Bf
8000904,Beringhausen
8000904,Marsberg-Beringhaus.
8000905,Beringstedt
8000907,Bad Berleburg
8000907,BLB
8000907,Berleburg Bad
8000908,Hamburg Berliner Tor
8000909,Bermatingen-Ahausen
8000911,Bernau a Chiemsee
8000913,Berne
8000918,Bernried
8000919,Bersenbrück
8000919,BSB
8000921,Berzhahn
8000923,Besch
8000925,Besigheim
8000926,Besseringen
8000927,Bestwig
8000928,Bettmannsäge
8000928,Regen-Bettmannsäge
8000932,Beuggen
8000932,Rheinfelden-Beuggen
8000933,Beuron
8000934,Beutelsbach
8000934,Weinstadt-Beutelsba.
8000935,Bad Bevensen
8000935,Bevensen Bad
8000941,Bexbach
8000942,Biberach(Baden)
8000943,Biberach(Riß)
8000943,BC
8000943,Biberach (Riß)
8000944,Biberach(Riß) Süd
8000945,Bichl
8000946,Bibelöd
8000948,Bickenbach(Bergstr)
8000951,Biebesheim
8000952,Biedenkopf
8000952,BID
8000953,Bielefeld Ost
8000954,Biedenkopf-Schulzentrum
8000955,Bienenbüttel
8000956,Bielefeld-Senne
8000957,Bieren-Rödinghausen
8000959,Bieringen
8000959,Rottenburg-Bieringen
8000961,Dortmund-Hörde
8000962,Biessenhofen
8000963,Bietigheim(Baden)
8000965,Bietingen
8000965,Gottmadingen-Bietin.
8000966,Bigge
8000966,Olsberg-Bigge
8000967,Bildstock
8000968,Bilfingen
8000968,Kämpfelbach-Bilfing
8000969,Billenhausen
8000969,Krumbach-Billenhaus.
8000970,Billerbeck
8000971,Hamburg Billwerder-Moorfleet
8000973,Binau
8000974,Bindlach
8000975,Bingen-Gaulsheim
8000976,Bingen(Rhein) Stadt
8000977,Hagen-Vorhalle
8000978,Binolen
8000978,Balve-Binolen
8000983,Birkelbach
8000984,Birkenau
8000985,Birkenbringhausen
8000986,Birkenfeld(Enz)
8000988,Bad Birnbach
8000988,Birnbach Bad
8000989,Birresborn
8000996,Maintal West
8000996,Bischofsheim-Rumpen.
8000997,Bischofswiesen
8000998,Bischweier
8000999,Bisingen
8001000,Bissendorf
8001002,Bittelbronn
8001002,Horb-Bittelbronn
8001003,Blaibach(Oberpf)
8001004,Blaichach(Allgäu)
8001005,Bitzfeld
8001006,Blankenberg(Sieg)
8001006,Hennef-Blankenberg
8001007,Hamburg-Blankenese
8001007,Blankenese
8001008,Blankenheim(Wald)
8001009,Blankenloch
8001009,Stutensee-Blankenloc
8001013,Blaubeuren
8001014,Blaufelden
8001015,Blaustein
8001017,Bleibach
8001017,Gutach-Bleibach
8001018,Bleichenbach(Oberh)
8001018,Ortenberg-Bleichenb.
8001027,Blieskastel-Lautzkirchen
8001028,Blindheim
8001029,Blumberg-Riedöschingen
8001030,Blumenkamp
8001030,Wesel-Blumenkamp
8001032,Bobenheim
8001033,Bobingen
8001034,Bobstadt
8001035,Bochum-Riemke
8001038,Bochum-Dahlhausen
8001039,Bochum-Ehrenfeld
8001043,Bockenheim-Kindenheim
8001045,Bockum-Hövel
8001046,Bodelsberg
8001047,Bodelshausen
8001048,Bodenburg
8001048,Bad Salzdetfurth-Bod
8001049,Bad Bodendorf
8001049,Sinzig-Bad Bodendorf
8001049,Bodendorf Bad
8001050,Bodenfelde
8001051,Bodenmais
8001052,Bad Bodenteich
8001052,Bodenteich Bad
8001054,Bodenwöhr Nord
8001055,Böblingen
8001055,BB
8001056,Bödigheim
8001057,Böhl-Iggelheim
8001058,Böhmhof
8001059,Böhringen-Rickelshausen
8001059,Radolfzell-Böhring.
8001061,Bönen
8001063,Börßum
8001065,Bösensell
8001066,Bösperde
8001066,Menden-Bösperde
8001069,Bogen
8001069,BOG
8001071,Bohmte
8001072,Boisheim
8001072,Viersen-Boisheim
8001080,Bondorf(b Herrenberg)
8001081,Bonn Helmholtzstraße
8001082,Bonn-Bad Godesberg
8001082,Bad Godesberg (Bonn)
8001083,Bonn-Beuel
8001084,Bonn-Duisdorf
8001085,Bonn-Mehlem
8001086,Bonn-Oberkassel
8001088,Bonn-Endenich Nord
8001089,Bookholzberg
8001089,Ganderkesee-Bookholz
8001090,Bopfingen
8001092,Bordesholm
8001093,Borgeln
8001093,Welver-Borgeln
8001095,Borgholzhausen
8001096,Steinfurt-Borghorst
8001097,Bork(Westf)
8001098,Borken(Hess)
8001104,Borsdorf(Hess)
8001104,Nidda-Borsdorf(Hess)
8001106,Wildeck-Bosserode
8001107,Bottrop-Boy
8001108,Bottrop-Vonderort
8001110,Bous(Saar)
8001111,Boxberg-Wölchingen
8001112,Brachbach
8001113,Brachelen
8001113,Hückelhoven-Brachel
8001118,Brake(b Bielefeld)
8001119,Bräunlingen Bahnhof
8001120,Brake(Unterweser)
8001120,BRA-
8001121,Brakel(Höxter)
8001122,Bramsche
8001123,Bramstedt(b Syke)
8001126,Brandoberndorf
8001129,Brannenburg
8001130,Braubach
8001131,Bretten-Ruit
8001132,Leun/Braunfels
8001132,Braunfels/Leun
8001134,Braunschweig-Gliesmarode
8001136,Bredenbek
8001137,Bredelar
8001137,Marsberg-Bredelar
8001138,Bretten Rechberg
8001139,Bredstedt
8001143,Breisach
8001144,Bretten Schulzentrum
8001147,Breitenbrunn(Schwab)
8001148,Breitendiel
8001148,Miltenberg-Breitend.
8001149,Breitengüßbach
8001152,Bretten Stadtmitte
8001153,"Breitscheidt(Altenkirchen, Ww)"
8001155,Bremen Neustadt
8001156,Bremen-Burg
8001157,Bremen-Hemelingen
8001159,Bremen-Lesum
8001160,Bremen-Mahndorf
8001161,Bremen-Oberneuland
8001162,Bremen-Oslebshausen
8001163,Bremen-Schönebeck
8001164,Bremen-Sebaldsbrück
8001165,Bremen-St Magnus
8001166,Bremen-Vegesack
8001167,Bremen-Walle
8001168,Bremerhaven-Lehe
8001170,Bremerhaven-Wulsdorf
8001174,Wehr-Brennet
8001176,Brettorf
8001176,Dötlingen-Brettorf
8001177,Bretzenheim(Nahe)
8001178,Bretzfeld
8001179,Krumbach(Schw)Schule
8001180,Breyell
8001180,Nettetal-Breyell
8001182,Brilon Stadt
8001183,Ostbevern
8001185,Brockhöfe
8001185,Wriedel-Brockhöfe
8001186,Brohl
8001188,Lengede-Broistedt
8001188,Broistedt Salzg Nord
8001188,Salzgitter Nord Bro.
8001190,Brokstedt
8001191,Lörrach-Brombach/Hauingen
8001193,Kloster Bronnbach
8001193,Wertheim-Bronnbach
8001193,Bronnbach(Tauber)
8001196,Bruchenbrücken
8001196,Friedberg-Bruchenbr
8001197,Bruchsal Bildungszentrum
8001198,Bruchhausen(b Ettlingen)
8001198,Ettlingen-Bruchhaus.
8001199,Bruchköbel
8001200,Bruchmühlbach-Miesau
8001201,Bruchmühlen
8001203,Bruckberg
8001205,Brucken
8001205,Lenningen-Brucken
8001207,Bruckmühl
8001209,Ahrbrück
8001209,Brück(Ahr)
8001212,Bruchsal Sportzentrum
8001213,Brügge(Westf)
8001213,Lüdenscheid-Brügge
8001214,Bruchsal Am Mantel
8001215,Brühl
8001221,Bubach
8001221,Eppelborn-Bubach
8001223,Bubenreuth
8001225,Buchbrunn-Mainstockheim
8001226,Buchen Ost
8001227,Buchen(Odenw)
8001227,BCH
8001228,Buchenau(Lahn)
8001229,Buchenau(Oberbay)
8001231,Buchenhain
8001234,Buchholz(Baden)
8001234,Waldkirch-Buchholz
8001235,Boppard-Buchholz
8001235,Buchholz(Hunsrück)
8001236,Dreieich-Buchschlag
8001236,Buchschlag-Sprendli.
8001237,Budenheim
8001242,Büchenbach
8001244,Büches-Düdelsheim
8001245,Bückeburg
8001248,Schöneck-Büdesheim
8001248,Büdesheim(Oberhess)
8001249,Büdingen(Westerw)
8001249,Nistertal-Erb.Büdi.
8001250,Büdingen(Oberhess)
8001252,Bühl(Baden)
8001252,BH
8001256,Bürgeln
8001256,Cölbe-Bürgeln
8001258,Büsenbachtal
8001259,Büsum
8001259,Büsum Bahnhof
8001261,Büttgen
8001261,Kaarst-Büttgen
8001262,Buggingen
8001264,Buir
8001264,Kerpen-Buir
8001266,Buldern
8001267,Bullay(DB)
8001268,Burbach(Kr Siegen)
8001271,Burg(Dillkr) Nord
8001273,Burg(Dithm)
8001274,Fehmarn-Burg
8001274,Burg(Fehmarn)
8001276,Burgau(Schwab)
8001277,Burgbernheim
8001278,Burgbernheim-Wildbad
8001279,Burgdorf
8001279,BU
8001281,Burgweiler
8001281,Ostrach-Burgweiler
8001283,Burghaun(Hünfeld)
8001284,Burghausen
8001285,Burgheim
8001287,Burgholzhausen v d H
8001287,Friedrichsdorf-Burgh
8001288,Burgkirchen
8001289,Burgkunstadt
8001290,Burglauer
8001293,Burgsinn
8001296,Burgstall(Murr)
8001296,Burgstetten-Burgstall
8001297,Burgthann
8001298,Regensburg-Burgweinting
8001301,Burhafe(Ostfriesl)
8001302,Burbach Mitte
8001302,Saarbrücken-Burbach IT-Park
8001308,Düsseldorf-Eller Mitte
8001310,Buttenheim
8001312,Butzbach
8001315,Buxtehude
8001316,Cadenberge
8001317,Cadolzburg
8001318,Calberlah
8001319,Caldern
8001319,Lahntal-Caldern
8001320,Calmbach Bahnhof
8001320,Bad Wildbad-Calmbach
8001322,Bad Camberg
8001322,Camberg Bad
8001323,Capelle(Westf)
8001323,Nordkirchen-Capelle
8001327,Castrop-Rauxel Hbf
8001327,CAS
8001328,Castrop-Rauxel Süd
8001329,Castrop-Rauxel-Merklinde
8001330,Cham(Oberpf)
8001330,CHA
8001331,Chamerau
8001334,Coburg Nord
8001335,Clarholz
8001337,Cloppenburg
8001337,CLP
8001338,Coburg
8001338,CO
8001339,Coburg-Neuses
8001340,Cochem(Mosel)
8001340,COC
8001341,Contwig
8001342,Coppenbrügge
8001343,Coesfeld Schulzentrum
8001347,Creidlitz
8001347,Coburg-Creidlitz
8001348,Creußen(Oberfr)
8001352,Cuxhaven
8001352,CUX
8001354,Dachau Bahnhof
8001354,DAH
8001355,Dachau Stadt
8001357,Dahl
8001357,Hagen-Dahl
8001358,Dahlbruch
8001358,Hilchenbach-Dahlbru
8001359,Dahlem(Eifel)
8001360,Dahlenburg
8001362,Dahlerbrück
8001362,Schalksmühle-Dahler
8001365,Dalheim
8001365,Wegberg-Dalheim
8001366,Dallau
8001366,Elztal-Dallau
8001372,Dannenberg Ost
8001372,DAN
8001373,Darching
8001373,Valley-Darching
8001375,Darmstadt Nord
8001376,Darmstadt Ost
8001377,Darmstadt Süd
8001378,Darmstadt-Arheilgen
8001379,Darmstadt-Eberstadt
8001380,Darmstadt-Kranichstein
8001382,Dasing
8001384,Dattenfeld(Sieg)
8001384,Windeck-Dattenfeld
8001386,Darmstadt TU-Lichtwiese
8001387,Dauenhof
8001388,Daufenbach
8001389,Dausenau
8001390,Davensberg
8001390,Ascheberg-Davensberg
8001392,Dedenhausen
8001392,Uetze-Dedenhausen
8001393,Dedensen-Gümmer
8001394,Dedinghausen
8001394,Lippstadt-Dedinghau.
8001397,Deggendorf Hbf
8001397,DEG
8001399,Deidesheim
8001400,Deining(Oberpf)
8001404,Deisenhofen
8001404,Oberhaching-Deisenh.
8001405,Deißlingen Mitte
8001406,Dellfeld
8001407,Dellfeld Ort
8001414,Densborn
8001415,Denzlingen
8001416,Derkum
8001416,Weilerswist-Derkum
8001417,Dernau
8001418,Dernbach(Westerw)
8001420,Detmold
8001420,DT
8001421,Dettelbach Bahnhof
8001422,Dettingen Lehen
8001424,Dettingen Freibad
8001426,Dettingen Gsaidt
8001427,Dettingen(Main)
8001427,Karlstein am Main-De
8001428,Dettingen(Teck)
8001429,Dettum
8001430,Deuerling
8001432,Deuten
8001432,Dorsten-Deuten
8001435,Diebach
8001438,Hamburg Diebsteich
8001439,Diedorf(Schwab)
8001443,Diepholz
8001443,DH
8001447,Dießen
8001448,Dienheim
8001450,Dietersheim
8001451,Toender(Gr)
8001454,Dietmannsried
8001455,Dietzenbach Mitte
8001456,Dietzenbach Bahnhof
8001457,Diez
8001457,DIZ
8001458,Diez Ost
8001459,Dietzenbach-Steinberg
8001460,Dillbrecht
8001460,Haiger-Dillbrecht
8001463,Dillingen(Donau)
8001463,DLG
8001465,Dingden
8001465,Hamminkeln-Dingden
8001466,Dingolfing
8001466,DGF
8001468,Dinkelscherben
8001469,Dinslaken
8001469,DIN
8001470,Dirmingen
8001471,Dissen-Bad Rothenfelde
8001471,Bad Rothenfelde-Diss
8001472,Distelhausen
8001472,Tauberbischofsh.-Dis
8001474,Dittigheim
8001474,Tauberbischofsh.-Dit
8001476,Ditzingen
8001479,Donaueschingen Allmendshofen
8001479,Donaueschingen Allm.
8001480,Döggingen
8001481,Döhlau
8001482,Donaueschingen Aufen
8001483,Donaueschingen Grüningen
8001483,Donaueschingen Grün.
8001484,Dörfles-Esbach
8001485,Donaueschingen Mitte/Siedlung
8001485,Donaueschingen M/Sdl
8001486,Dörpen
8001489,Dörverden
8001491,Dogern
8001492,Dollbergen
8001492,Uetze-Dollbergen
8001493,Dollern
8001495,Dollnstein
8001499,Dorfen Bahnhof
8001502,Dorfmark
8001502,Bad Fallingbostel-Do
8001503,Dorfprozelten
8001504,Dorheim(Wetterau)
8001504,Friedberg-Dorheim
8001505,Dortmund-Huckarde
8001506,Dormagen
8001507,Dormagen Chempark
8001511,Groß Gerau-Dornheim
8001512,Dornstetten
8001514,Dortelweil
8001514,Bad Vilbel-Dortelwei
8001515,Dortmund-Scharnhorst
8001516,Dortmund-Lütgendortmund
8001517,Dortmund Knappschaftskrankenhaus
8001518,Dortmund Möllerbrücke
8001519,Dortmund-Nette/Oestrich
8001520,Dortmund Stadthaus
8001521,Dortmund Tierpark
8001522,Dortmund Signal Iduna Park
8001522,Dortmund Westf-Halle
8001523,Dortmund-Aplerbeck
8001524,Dortmund-Aplerbeck Süd
8001525,Dortmund-Westerfilde
8001526,Dortmund-Asseln Mitte
8001527,Dortmund-Barop
8001528,Dortmund-Bövinghausen
8001529,Dortmund-Brackel
8001530,Dortmund-Derne
8001531,Dortmund-Wischlingen
8001532,Dortmund-Huckarde Nord
8001533,Dortmund-Kirchderne
8001534,Dortmund-Kirchhörde
8001535,Dortmund-Körne
8001536,Dortmund-Kruckel
8001537,Dortmund-Kurl
8001538,Dortmund-Löttringhausen
8001539,Dortmund-Lütgendortmund Nord
8001540,Dortmund-Germania
8001541,Dortmund-Marten
8001542,Dortmund-Marten Süd
8001543,Dortmund-Mengede
8001544,Dortmund-Rahm
8001545,Dortmund-Sölde
8001546,Dortmund-Wickede
8001547,Dorum(Weserm)
8001548,Dottenheim
8001549,Dortmund-Somborn
8001554,Dreieich-Dreieichenhain
8001557,Heinsberg-Dremmen
8001558,Drensteinfurt
8001561,Dreye
8001566,Duckterath
8001567,Rodgau-Dudenhofen
8001570,Dudweiler
8001571,Dülken
8001571,Viersen-Dülken
8001576,Dürrenbüchig
8001576,Bretten-Dürrenbüch.
8001578,Dürrnhaar
8001579,Düsseldorf Friedrichstadt
8001580,Düsseldorf Flughafen Terminal
8001580,DFL
8001581,Düsseldorf Volksgarten
8001582,Düsseldorf Wehrhahn
8001583,Düsseldorf-Zoo
8001584,Düsseldorf-Benrath
8001585,Düsseldorf-Bilk
8001586,Düsseldorf-Derendorf
8001587,Düsseldorf-Eller
8001588,Düsseldorf-Eller Süd
8001589,Düsseldorf-Garath
8001590,Düsseldorf-Gerresheim
8001591,Düsseldorf-Oberbilk
8001592,Düsseldorf-Rath
8001593,Düsseldorf-Rath Mitte
8001594,Düsseldorf-Reisholz
8001595,Düsseldorf-Unterrath
8001596,Duisburg-Schlenk
8001597,Düsseldorf-Hamm
8001598,Düsseldorf-Flingern
8001599,Duisburg-Bissingheim
8001600,Duisburg-Buchholz
8001602,Duisburg-Großenbaum
8001603,Düsseldorf Völklinger Str.
8001605,Duisburg-Hochfeld Süd
8001607,Duisburg-Meiderich Ost
8001608,Duisburg-Obermeiderich
8001609,Duisburg-Rahm
8001611,Duisburg-Ruhrort
8001612,Duisburg-Wedau
8001614,Durach
8001616,Durmersheim
8001617,Dußlingen
8001618,Dutenhofen(Wetzlar)
8001618,Wetzlar-Dutenhofen
8001619,Ebelsbach-Eltmann
8001620,Ebenhausen(Unterfr)
8001620,Oerlenbach-Ebenhausen
8001621,Ebenhausen-Schäftlarn
8001621,Schäftlarn-Ebenhsn.
8001622,Ebenhofen
8001622,Biessenhofen-Ebenhof
8001623,Ebensfeld
8001627,Ebermannstadt
8001627,EBS
8001628,Ebermergen
8001628,Harburg-Ebermergen
8001629,Ebern
8001629,EBN
8001632,Ebersbach(Fils)
8001634,Ebersberg(Oberbay)
8001634,EBE
8001636,Ebersdorf(b Coburg)
8001638,Ebertsheim
8001640,Ebing
8001640,Rattelsdorf-Ebing
8001643,Ebringen
8001645,Ebstorf(Uelzen)
8001646,Echem
8001647,Eching
8001648,Echzell
8001650,Echterdingen
8001650,Leinfelden Echterdi.
8001651,Eckartshausen-Ilshofen
8001654,Eckernförde
8001654,ECK
8001655,Eckersmühlen
8001655,Roth-Eckersmühlen
8001659,Eddersheim
8001659,Hattersheim-Eddersh.
8001660,Edelfingen
8001660,Bad Mergentheim-Edel
8001663,Edenkoben
8001664,Vöhl-Ederbringhausen
8001665,Edesheim(Pfalz)
8001666,Ediger-Eller
8001668,Edingen(Wetzlar)
8001668,Sinn-Edingen(Wetzl.)
8001669,Edling
8001670,Effolderbach
8001670,Ortenberg-Effolderb.
8001671,Efringen-Kirchen
8001672,Egelsbach
8001674,Egersdorf
8001674,Cadolzburg-Egersdorf
8001675,Egestorf(Deister)
8001675,Barsinghausen-Egesto
8001676,Eggenfelden Mitte
8001677,Eggenfelden
8001677,EG
8001678,Egglkofen
8001679,Eggmühl
8001679,Schierling-Eggmühl
8001680,Eggolsheim
8001682,Eglharting
8001682,Kirchseeon-Eglharti.
8001683,Egling
8001684,Ehingen(Donau)
8001684,EHI
8001686,Ehlenbruch
8001686,Lage-Ehlenbruch
8001687,Ehlershausen
8001688,Ehrang Ort
8001689,Ehningen(b Böblingen)
8001690,Ehr
8001691,Ehringen
8001691,Volkmarsch-Ehringen
8001692,Ehringhausen(Kr Lippstadt)
8001693,Ehringshausen(Oberhess)
8001693,Gemünden-Ehringsh.
8001694,Ehringshausen(Kr Wetzlar)
8001700,Eichen(Kr Siegen)
8001700,Kreuztal-Eichen
8001701,Nidderau-Eichen
8001701,Eichen(Nidder)
8001702,Eichenau(Oberbay)
8001704,Eichenzell
8001706,Eichhagen
8001706,Olpe-Eichhagen
8001707,Eicholzheim
8001707,Schefflenz-Eicholzh.
8001708,Eichstätt Bahnhof
8001708,EI
8001709,Eichstätt Stadt
8001712,Eilendorf
8001712,Aachen-Eilendorf
8001713,Eilvese
8001713,Neustadt Rübenb-Eil
8001715,Eimeldingen
8001718,Einfeld
8001718,Neumünster-Einfeld
8001720,Einsiedlerhof
8001725,Eisenärzt
8001727,Eisenbach-Matzenbach
8001727,Matzenbach-Eisenbach
8001728,Eisenberg(Pfalz)
8001729,Eiserfeld(Sieg)
8001729,Siegen-Eiserfeld
8001731,Eislingen(Fils)
8001732,Eiswoog
8001734,Eitensheim
8001736,Eitorf
8001739,Hamburg Elbgaustraße
8001741,Völksen/Eldagsen
8001741,Springe-Eldagsen-V.
8001742,Elfershausen-Trimberg
8001745,Mönchengladbach-Lürrip
8001746,Ellental
8001746,Bietigheim Ellental
8001747,Ellhofen
8001749,Ellingen(Bay)
8001751,Ellwangen
8001752,Ellzee
8001754,Elpersheim
8001754,Weikersheim-Elpersh.
8001760,Elsfleth
8001762,Eltersdorf
8001762,Erlangen-Eltersdorf
8001763,Eltville
8001764,Elz(Limburg/Lahn)
8001765,Elz(Limburg/Lahn) Süd
8001766,Elzach
8001767,Emden Außenhafen
8001768,Emden Hbf
8001768,EMD
8001770,Emmelshausen
8001771,Emmendingen
8001771,EM
8001773,Emmerich
8001774,Emmerich(Gr)
8001774,EMMG
8001775,Emmerke
8001777,Emmerthal
8001780,Empel-Rees
8001781,Empelde
8001781,Ronnenberg-Empelde
8001782,Emsdetten
8001783,Emskirchen
8001785,Endersbach
8001785,Weinstadt-Endersbach
8001787,Bad Endorf
8001787,Endorf Bad
8001789,Engelskirchen
8001790,Engen
8001792,Engertsham
8001792,Fürstenzell-Engerts
8001794,Engstlatt
8001794,Balingen-Engstlatt
8001795,Ennepetal
8001795,EN
8001799,Ensdorf(Saar)
8001801,Enspel
8001802,Entringen
8001802,Ammerbuch-Entringen
8001803,Enzberg
8001803,Mühlacker-Enzberg
8001806,Enzisweiler
8001808,Epe(Westf)
8001808,Gronau-Epe(Westf)
8001811,Erbach(Odenw) Nord
8001812,Eppelborn
8001813,Eppelsheim(Rheinhess)
8001814,Eppertshausen
8001815,Eppstein
8001816,Eppstein-Bremthal
8001817,Erbach(Odenw)
8001817,ERB
8001818,Erbach(Rheingau)
8001818,Eltville-Erbach(Rh)
8001819,Nistertal-Bad Marienberg
8001819,Erbach(Westerw)
8001820,Erbach(Württ)
8001825,Erding
8001825,ED-
8001826,Gießen Erdkauter Weg
8001827,Erdmannhausen
8001828,Bitburg-Erdorf
8001828,BIT
8001829,Erdweg
8001833,Ergenzingen
8001833,Rottenburg-Ergenzin.
8001835,Ergoldsbach
8001836,Ergste
8001838,Eriskirch
8001839,Erkelenz
8001839,ERK
8001840,Erkersreuth
8001840,Selb-Erkersreuth
8001841,Erkrath
8001842,Erkrath-Nord
8001844,Erlangen
8001844,ER
8001845,Erlangen-Bruck
8001848,Erlenbach(Main)
8001851,Erndtebrück
8001853,Ernsgaden
8001854,Ernsthausen
8001854,Burgwald-Ernsthausen
8001858,Erpel(Rhein)
8001860,Erpolzheim
8001861,Ersingen
8001861,Kämpfelbach-Ersingn
8001864,Erzhausen
8001865,Erzingen(Baden)
8001865,Klettgau-Erzingen
8001867,Ibbenbüren-Esch
8001870,Eschborn
8001871,Eschborn Süd
8001872,Eschede
8001874,Eschenau(b Heilbronn)
8001874,Obersulm-Eschenau
8001875,Eschenau(Mittelfr)
8001877,Eschenbach(b Markt Erlbach)
8001877,Markt Erlbach-Eschen
8001880,Eschenlohe
8001883,Eschhofen
8001883,Limburg-Eschhofen
8001884,Eschwege
8001884,ESW
8001886,Eschweiler Hbf
8001887,Eschweiler-West
8001888,Eschweiler Talbahnhof
8001889,Eschweiler-Nothberg
8001890,Esens(Ostfriesl)
8001893,Eschweiler-Weisweiler
8001894,Espelkamp
8001895,Eschwege-Niederhone
8001896,Essen Stadtwald
8001897,Essen Süd
8001898,Essen West
8001899,Essen(Oldb)
8001900,Essen-Altenessen
8001901,Essen-Bergeborbeck
8001902,Essen-Borbeck
8001903,Essen-Dellwig
8001904,Essen-Dellwig Ost
8001905,Essen-Eiberg
8001906,Essen-Frohnhausen
8001907,Essen-Gerschede
8001908,Essen-Hügel
8001909,Essen-Zollverein Nord
8001910,Essen-Kray Nord
8001911,Essen-Kray Süd
8001912,Essen-Kupferdreh
8001913,Essen-Steele Ost
8001914,Essen-Überruhr
8001915,Essen-Werden
8001917,Eschweiler-St.Jöris
8001919,Eßleben
8001919,Werneck-Eßleben
8001920,Esslingen(Neckar)
8001920,ES
8001921,Esslingen-Mettingen
8001922,Vierkirchen-Esterhofen
8001922,Esterhofen-Vierkirch
8001924,Etelsen
8001924,Langwedel-Etelsen
8001925,Etterzhausen
8001926,Ettlingen West
8001928,Etzbach
8001928,Wissen-Etzbach
8001929,Etzelwang
8001932,Etzenricht
8001933,Eubigheim
8001933,Ahorn(Baden)
8001933,Ahorn-Eubigheim
8001935,Euerdorf
8001941,Eutin
8001941,EUT
8001942,Eutingen(Baden)
8001942,Pforzheim Eutingen
8001943,Gevelsberg-Knapp
8001946,Eyach
8001946,Starzach-Eyach
8001949,Eystrup
8001950,Fachingen(Lahn)
8001953,Fahrenkrug
8001954,Fahrnau
8001954,Schopfheim-Fahrnau
8001957,Fallersleben
8001957,Wolfsburg-Fallersle.
8001958,Bad Fallingbostel
8001958,FAL
8001958,Fallingbostel Bad
8001961,Farchant
8001963,Fasanenpark
8001964,Faulbach(Main)
8001965,Faurndau
8001965,Göppingen-Faurndau
8001967,Favoritepark
8001967,Ludwigsburg Favorite
8001969,Feilitzsch
8001970,Feldafing
8001971,Feldberg-Bärental
8001972,Feldhausen
8001973,Feldkirchen(b München)
8001974,Fellbach
8001976,Ferndorf(Siegen)
8001976,Kreuztal-Ferndorf
8001977,Felde
8001978,Feucht
8001980,Feudingen
8001980,Bad Laasphe-Feudingen
8001982,Fichtenberg
8001983,Filsen
8001984,Filderstadt
8001985,Finningerstraße
8001985,Neu-Ulm Finningerstr
8001986,Fischach(Schwab) Bf
8001988,Feucht Ost
8001989,Fischbach(Nürnberg)
8001989,Nürnberg-Fischbach
8001990,Fischbach-Camphausen
8001991,Fischbach-Weierbach
8001991,Idar-Oberst-Fischbac
8001992,Fischbachau
8001995,Fischen
8001996,Esting
8001996,Olching-Esting
8001998,Fischhausen-Neuhaus
8002001,Fladungen
8002004,Boppard-Fleckertshöhe
8002004,Fleckertshöhe(Bopp.)
8002005,Flehingen
8002005,Oberderdingen-Flehi.
8002007,Flensburg(Gr)
8002010,Flieden
8002011,Flintbek
8002012,Flintsbach
8002013,Flörsheim(Main)
8002014,Flomersheim
8002014,Frankenthal-Flomersh
8002018,Föhren
8002019,Förbau
8002019,Schwarzenbach-Förb.
8002020,Förtschendorf
8002020,Pressig-Förtschend.
8002021,Forbach(fr)
8002021,FOFR
8002022,Forbach(Schwarzw)
8002023,Forchheim(b Karlsruhe)
8002023,Rheinstetten-F.Silb.
8002024,Forchheim(Oberfr)
8002024,FO
8002025,Frankenthal Süd
8002026,Fornsbach
8002026,Murrhardt-Fornsbach
8002027,Forsthaus
8002027,Krefeld-Forsthaus
8002028,Forsting
8002029,Forth
8002030,Friedrichshafen Ost
8002033,Frankenberg-Goßberg
8002033,Frankenberg(Eder)-Goßberg
8002034,Frankfurt(M)Mühlberg
8002036,Frankenstein(Pfalz)
8002038,Frankfurt(M)Lokalbahnhof
8002039,Frankfurt(Main)Ost
8002040,Frankfurt am Main - Stadion
8002040,Frankfurt(M)Sportf.
8002041,Frankfurt(Main)Süd
8002041,FFMS
8002042,Frankfurt(Main)West
8002043,Frankfurt-Berkersheim
8002044,Frankfurt-Frankfurter Berg
8002045,Frankfurt-Eschersheim
8002046,Frankfurt-Griesheim
8002047,Frankfurt-Louisa
8002048,Frankfurt-Mainkur
8002049,Frankfurt-Nied
8002050,Frankfurt-Niederrad
8002051,Frankfurt-Höchst Farbwerke
