8002114;Friedrichssegen;Lahnstein-Friedrich.;;;;
8002115;Friedrichstadt;;;;;
8002116;Friedrichstal(Baden);Stutensee-Friedr.;;;;
8002117;Friedrichsthal(Saar);;;;;
8002118;Friedrichsthal(b Bayreuth);Bayreuth-Friedrichst;;;;
8002120;Friedrichshafen Flughafen;Flughafen Friedrichshafen FDH;FDH Friedrichshafen Airport;;;
8002122;Friedrichshafen Landratsamt;;;;;
8002123;Friesenheim(Baden);;;;;
8002126;Friedrichstal b Freudenstadt;Freudenstadt-Friedr.;;;;
8002127;Frimmersdorf;Grevenbroich-Frimmer;;;;
8002129;Fritzlar;FZ;;;;
8002130;Frömern;;;;;
8002132;Friedrichsthal(Saar) Mitte;;;;;
8002133;Frommern;Balingen-Frommern;;;;
8002134;Fronhausen(Lahn);;;;;
8002137;Fürfurt;;;;;
8002141;Fürstenfeldbruck;FFB;;;;
8002145;Fürstenwald;Calden-Fürstenwald;;;;
8002146;Fürstenzell;;;;;
8002149;Fürth Westvorstadt;;;;;
8002150;Fürth(Odenw);;;;;
8002152;Fürth-Burgfarrnbach;;;;;
8002153;Fürth-Dambach;;;;;
8002154;Fürth-Unterfarrnbach;Fürth Klinikum;;;;
8002155;Fürth-Unterfürberg;;;;;
8002156;Füssen;FÜS;;;;
8002159;Furth i Wald;Furth im Wald;;;;
8002161;Furth(b Deisenhofen);Oberhaching-Furth;;;;
8002162;Gablingen;;;;;
8002165;Gärtringen;;;;;
8002166;Gäufelden;Nebringen(Gäufelden);;;;
8002167;Gaggenau Bf;;;;;
8002168;Gaildorf West;;;;;
8002171;Gaimersheim;;;;;
8002173;Gaißach;;;;;
8002175;Galgenschanze;Kaiserslautern Galgenschanze;;;;
8002177;Gamburg(Tauber);Werbach-Gamburg;;;;
8002179;Ganderkesee;;;;;
8002180;Garbeck;Balve-Garbeck;;;;
8002182;Garbenteich;Pohlheim-Garbenteich;;;;
8002184;Garching(Alz);;;;;
8002185;Garding;;;;;
8002187;Garmisch-Partenkirchen;GAP-;;;;
8002188;Garmisch-Partenkirchen Hausberg;;;;;
8002189;Gars(Inn);;;;;
8002191;Gau Bickelheim;;;;;
8002195;Gaubüttelbrunn;;;;;
8002197;Gausbach;;;;;
8002198;Gauting;;;;;
8002200;Geisingen-Aulfingen;;;;;
8002203;Geeste;;;;;
8002204;Geisingen-Hausen;;;;;
8002205;Geigant;;;;;
8002206;Geilenkirchen;GK;;;;
8002207;Geilhausen;;;;;
8002209;Geiselhöring;;;;;
8002210;Geisenbrunn;;;;;
8002211;Geisenhausen;;;;;
8002212;Geisenheim;;;;;
8002213;Geisingen-Kirchen;;;;;
8002214;Geisingen;;;;;
8002215;Geisingen-Leipferdingen;;;;;
8002217;Geislingen(Steige)West;;;;;
8002218;Geislingen(Steige);;;;;
8002220;Geitau;;;;;
8002222;Geldern;GEL;;;;
8002223;Gelsenkirchen Zoo;;;;;
8002224;Gelsenkirchen-Buer Nord;;;;;
8002225;Gelsenkirchen-Buer Süd;;;;;
8002226;Gelsenkirchen-Hassel;;;;;
8002227;Gelsenkirchen-Rotthausen;;;;;
8002228;Gemmingen;;;;;
8002233;Genderkingen;;;;;
8002234;Gendorf;;;;;
8002235;Gengenbach;;;;;
8002236;Felsberg-Gensungen;Gensungen-Felsberg;;;;
8002237;Georgensgmünd;;;;;
8002238;Gennweiler;;;;;
8002239;Germersheim Mitte/Rhein;;;;;
8002240;Geradstetten;Remshalden-Geradste.;;;;
8002241;Germersheim Süd/Nolte;;;;;
8002242;Gerhausen;;;;;
8002243;Gerlachsheim;Lauda-Königsh.-Gerl;;;;
8002244;Gerlenhofen;;;;;
8002247;Gernlinden;;;;;
8002248;Gernsbach Bf;;;;;
8002249;Gernsheim;;;;;
8002250;Gernsbach Mitte;;;;;
8002251;Geroldshausen;;;;;
8002254;Gersfeld(Rhön);;;;;
8002256;Gersthofen;;;;;
8002259;Gertenbach;Witzenhausen-Gertenb;;;;
8002262;Geseke;;;;;
8002263;Gessertshausen;;;;;
8002265;Gettenau-Bingenheim;;;;;
8002266;Gettorf;;;;;
8002267;Gevelsberg Hbf;;;;;
8002268;Gevelsberg West;;;;;
8002269;Gießen Oswaldsgarten;;;;;
8002272;Giengen(Brenz);;;;;
8002274;Gifhorn Stadt;;;;;
8002275;Gilching-Argelsried;;;;;
8002278;Gingen(Fils);;;;;
8002280;Girod;;;;;
8002281;Gittelde/Bad Grund(Harz);Bad Grund(Harz)/Gittelde;;;;
8002283;Gladbeck Ost;;;;;
8002284;Gladbeck-Zweckel;;;;;
8002286;Glan-Münchweiler;;;;;
8002287;Glanzstoffwerke;;;;;
8002288;Glauburg-Glauberg;Glauberg(Glauburg);;;;
8002290;Glesch;;;;;
8002293;Glückstadt;;;;;
8002296;Goch;;;;;
8002299;Godelheim;Höxter-Godelheim;;;;
8002300;Godramstein;;;;;
8002301;Göbelnrod;Grünberg-Göbelnrod;;;;
8002304;Göhrde;;;;;
8002306;Gölshausen Industriegebiet;;;;;
8002307;Gölshausen;Bretten-Gölshausen;;;;
8002312;Görschnitz;;;;;
8002315;Dreieich-Götzenhain;;;;;
8002319;Gokels;;;;;
8002320;Goldenstedt(Oldb);;;;;
8002321;Goldhausen;;;;;
8002326;Gondelsheim(Baden);;;;;
8002329;Gosberg;;;;;
8002332;Goßfelden;Lahntal-Goßfelden;;;;
8002333;Goßmannsdorf;;;;;
8002334;Gottenheim;;;;;
8002335;Gotteszell;;;;;
8002337;Gottmadingen;;;;;
8002339;Gräfelfing;;;;;
8002340;Gräfenberg;;;;;
8002341;Gräfendorf;;;;;
8002342;Gräveneck;;;;;
8002343;Grafenaschau;;;;;
8002344;Grafenau;GRA;;;;
8002345;Graben-Neudorf Nord;;;;;
8002346;Graben(Lechfeld)Gewerbepark;;;;;
8002347;Grafing Bahnhof;;;;;
8002348;Grafing Stadt;;;;;
8002349;Grafling-Arzting;;;;;
8002351;Grafrath;;;;;
8002358;Grebenstein;;;;;
8002365;Grenzach;Grenzach-Wyhlen Grenzach;;;;
8002369;Greven;;;;;
8002370;Lennestadt-Grevenbrück;;;;;
8002373;Grießen(Baden);Klettgau-Grießen(Ba);;;;
8002374;Edermünde-Grifte;Grifte;;;;
8002377;Gröbenzell;;;;;
8002378;Bad Grönenbach;Grönenbach Bad;;;;
8002380;Grombach;Bad Rappenau-Grombac;;;;
8002382;Bad Vilbel-Gronau;Gronau(Hess-Nass);;;;
8002383;Gronsdorf;München-Gronsdorf;;;;
8002386;Groß Gerau-Dornberg;Gerau-Dornberg Groß;;;;
8002388;Groß Karben;Karben Groß;;;;
8002389;Frechen-Königsdorf;Groß Königsdorf;;;;
8002391;Groß Rohrheim;Rohrheim Groß;;;;
8002393;Groß-Umstadt Mitte;Umstadt Groß;;;;
8002399;Großarmschlag;;;;;
8002400;Großauheim(Kr Hanau);Hanau-Großauheim;;;;
8002402;Großbüllesheim;Euskirchen-Großbüll;;;;
8002403;Großburgwedel;;;;;
8002405;Groß Düngen;Bad Salzdetfurth-Gro;;;;
8002409;Großen Buseck;;;;;
8002410;Großen Linden;Linden-Großen Linden;;;;
8002411;Großenbrode;;;;;
8002412;Großenkneten;;;;;
8002413;Großenlüder;;;;;
8002416;Großgeschaidt;Heroldsbg-Großgesch.;;;;
8002420;Großhelfendorf;;;;;
8002422;Großhesselohe Isartalbf;Pullach-Großhesseloh;;;;
8002424;Großkarolinenfeld;;;;;
8002425;Großkrotzenburg;;;;;
8002430;Heddesheim/Hirschberg;Heddesheim-Großsach.;Hirschberg-Heddeshm.;;;
8002432;Großwalbur;Meeder-Großwalbur;;;;
8002434;Grub am Forst;;;;;
8002435;Grub(Oberbay);;;;;
8002436;Grub(Oberpf);;;;;
8002439;Grünberg(Oberhess);Grünberg(Hessen);;;;
8002441;Grünebach Ort;;;;;
8002442;Grünebacherhütte;;;;;
8002444;Grünstadt Nord;;;;;
8002445;Grüntal-Wittlensweiler;;;;;
8002447;Grünsfeld;;;;;
8002448;Grunbach;Remshalden-Grunbach;;;;
8002454;Koblenz-Güls;Güls(Kr Koblenz);;;;
8002457;Gündlkofen;;;;;
8002458;Günzach;;;;;
8002461;Gütersloh Hbf;GT;;;;
8002462;Gummersbach;GM;;;;
8002465;Gundelfingen(Breisgau);;;;;
8002466;Gundelfingen(Bay);;;;;
8002467;Gundelsdorf;;;;;
8002468;Gundelshausen;;;;;
8002470;Gundelsheim(Neckar);;;;;
8002473;Gundersheim(Rheinhess);;;;;
8002474;Guntersblum;;;;;
8002477;Gustorf;Grevenbroich-Gustorf;;;;
8002478;Gutach(Breisgau);;;;;
8002480;Gutach Freilichtmuseum;;;;;
8002484;Guxhagen;;;;;
8002489;Lörrach-Haagen/Messe;;;;;
8002490;Haan;;;;;
8002491;Haar;;;;;
8002494;Hachenburg;;;;;
8002495;Hadamar;;;;;
8002496;Hademarschen;;;;;
8002498;Hähnlein-Alsbach;;;;;
8002499;Hämelerwald;Lehrte-Hämelerwald;;;;
8002501;Häuserhof;Nidda-Häuserhof;;;;
8002504;Haffkrug;Scharbeutz-Haffkrug;;;;
8002506;Hagelstadt;;;;;
8002507;Hagen(Han);Neustadt aR-Hagen;;;;
8002509;Gevelsberg-Kipp;;;;;
8002512;Hagen-Heubing;;;;;
8002514;Hagen-Oberhagen;;;;;
8002515;Hagenbach;;;;;
8002517;Hagenbüchach;;;;;
8002518;Hahn Flughafen Terminal 2;;;;;
8002520;Feucht-Moosbach;;;;;
8002523;Haidenaab-Göppmannsbühl;;;;;
8002524;Haiger Obertor;;;;;
8002526;Hailer-Meerholz;Gelnhausen-Hailer-M.;;;;
8002527;Haine Bahnhof;;;;;
8002528;Rodgau-Hainhausen;;;;;
8002529;Hainstadt(Baden);;;;;
8002531;Hainburg Hainstadt;Hainstadt(Kr Offenb);;;;
8002532;Haitz-Höchst;Gelnhausen-Haitz-H.;;;;
8002533;Halbmeil;Wolfach-Halbmeil;;;;
8002534;Hallbergmoos;;;;;
8002536;Haldern(Rheinl);;;;;
8002537;Halen;Lotte-Halen;;;;
8002539;Halle(Westf);;;;;
8002542;Hallstadt(b Bamberg);;;;;
8002545;Halstenbek;;;;;
8002546;Haltingen;;;;;
8002547;Hamburg Airport;Flughafen Hamburg;HAM Hamburg Airport;Flughafen Hamburg;Hamburg Flughafen;
8002548;Hamburg Dammtor;;;;;
8002549;Hamburg Hbf;Hambourg (Hbf);HHH;Amburgo(Hamburg);;
8002550;Hamburg Holstenstraße;;;;;
8002553;Hamburg-Altona;;;;;
8002554;Hamburg-Bergedorf;HHBD;;;;
8002555;Hamburg-Eidelstedt;;;;;
8002556;Hamburg-Fischbek;;;;;
8002557;Hamburg-Neugraben;;;;;
8002558;Hamburg-Rahlstedt;;;;;
8002559;Hamburg-Stellingen;;;;;
8002560;Hamburg-Wandsbek;;;;;
8002561;Hamburg-Wilhelmsburg;;;;;
8002565;Hammah;;;;;
8002567;Hammelburg;HAB;;;;
8002568;Hammelburg Ost;;;;;
8002570;Hammerau;Ainring-Hammerau;;;;
8002571;Hamminkeln;;;;;
8002572;Hanau Nord;;;;;
8002573;Hanau West;;;;;
8002574;Hanau-Wilhelmsbad;;;;;
8002575;Handeloh;;;;;
8002578;Happurg;;;;;
8002580;Hannover Bismarckstr.;;;;;
8002581;Hannover-Bornum;;;;;
8002584;Hannover-Kleefeld;;;;;
8002585;Hannover-Leinhausen;;;;;
8002586;Hannover-Linden/Fischerhof;;;;;
8002587;Hanweiler(Gr);;;;;
8002589;Hannover Flughafen;HAJ Hanover Airport;Flughafen Hannover;;;
8002592;Harblek;Oldenswort-Harblek;;;;
8002593;Harburg(Schwab);;;;;
8002594;Hardegsen;;;;;
8002596;Hardhof;;;;;
8002598;Haren(Ems);;;;;
8002600;Harlesiel;Wittmund-Harlesiel;;;;
8002605;Harsdorf;;;;;
8002607;Harsum;;;;;
8002609;Hartershofen;;;;;
8002610;Harthaus;Germering-Harthaus;;;;
8002612;Hartmannshof;;;;;
8002615;Hasbergen;;;;;
8002621;Haslach;;;;;
8002622;Hasloch(Main);;;;;
8002623;Haspelmoor;Hattenhofen-Haspelm.;;;;
8002625;Hassel(Saar);St Ingbert-Hassel;;;;
8002627;Hasselborn;;;;;
8002628;Hamburg Hasselbrook;;;;;
8002630;Haßfurt;HAS;;;;
8002632;Haßloch(Pfalz);;;;;
8002633;Haßmersheim;;;;;
8002634;Haste;;;;;
8002635;Hattenheim;Eltville-Hattenheim;;;;
8002637;Hattersheim(Main);;;;;
8002638;Hattert;;;;;
8002639;Hattingen(Ruhr);;;;;
8002640;Hattingen(R) Mitte;;;;;
8002641;Hattorf;;;;;
8002643;Hatzenport;Löf-Hatzenport;;;;
8002648;Hauenstein Mitte;;;;;
8002649;Hauenstein(Pfalz);;;;;
8002651;Haupeltshofen;Aletshausen-Haupelts;;;;
8002655;Hauptstuhl;;;;;
8002656;Hausen i Tal;Beuron-Hausen im Tal;;;;
8002664;Hausen(Schwab);;;;;
8002666;Hausen-Raitbach;Schopfheim-Hausen-R;;;;
8002667;Hausham;;;;;
8002670;Havixbeck;;;;;
8002671;Hebertsfelden;;;;;
8002673;Hechingen;HCH;;;;
8002674;Hechthausen;;;;;
8002675;Ahnatal-Heckershausen;;;;;
8002677;Hedemünden;Münden-Hedemünden;Hann.Münden-Hedemü;;;
8002678;Hedersdorf;Schnaittach-Hedersd.;;;;
8002680;Heessen;;;;;
8002681;Heidelberg-Weststadt/Südstadt;;;;;
8002682;Heggen;Finnentrop-Heggen;;;;
8002683;Hegne;Allensbach-Hegne;;;;
8002684;Heidelberg Orthopädie;;;;;
8002685;Heidelberg-Altstadt;Heidelberg Karlstor;;;;
8002686;Heidelberg-Kirchheim/Rohrbach;;;;;
8002687;Heidelberg-Pfaffengrund/Wieblingen;;;;;
8002688;Heidelsheim;;;;;
8002689;Heidenheim;HDH;Heidenheim a d Brenz;;;
8002690;Heidenheim-Mergelstetten;;;;;
8002691;Heidenheim-Schnaitheim;;;;;
8002692;Heidesheim(Rheinhess);;;;;
8002694;Heidkrug;;;;;
8002695;Schortens-Heidmühle;;;;;
8002696;Heigenbrücken;;;;;
8002699;Heilbronn Sülmertor;;;;;
8002700;Heilbronn Trappensee;;;;;
8002703;Heiligenstatt(Obb);;;;;
8002704;Heiligenstein(Pfalz);Römerberg-Heiligenst;;;;
8002705;Heilsbronn;;;;;
8002707;Heimbach(Nahe);;;;;
8002710;Heimenkirch;;;;;
8002711;Heimersheim;Bad Neuenahr-Heimers;;;;
8002715;Heimstetten;Kirchheim-Heimstett.;;;;
8002716;Heinebach;Alheim-Heinebach;;;;
8002718;Heinsberg-Randerath;;;;;
8002719;Heinsberg-Horst;;;;;
8002720;Heinsberg-Porselen;;;;;
8002721;Heinsberg(Rheinl);HS;;;;
8002722;Heilbronn Theater;;;;;
8002723;Heilbronn Industrieplatz;;;;;
8002724;Heinzenhausen;;;;;
8002725;Heinsberg Kreishaus;;;;;
8002726;Heilbronn Kaufland;Neckarsulm Kaufland;;;;
8002727;Heitersheim;;;;;
8002733;Helmbrechts;;;;;
8002734;Helmsheim;;;;;
8002737;Helpup;;;;;
8002745;Hemmerde;;;;;
8002746;Hemmersdorf(Saar);Rehlingen-S.-Hemmers;;;;
8002748;Hemsbach;;;;;
8002751;Henfenfeld;;;;;
8002753;Hennef(Sieg);;;;;
8002754;Hennen;Iserlohn-Hennen;;;;
8002757;Heppenheim(Bergstr);HP;;;;
8002760;Herbertingen Ort;;;;;
8002761;Herbertshofen;Meitingen-Herbertsh.;;;;
8002762;Herblingen;;;;;
8002763;Herbolzheim(Breisg);;;;;
8002764;Herbolzheim(Jagst);Neudenau-Herbolzh.;;;;
8002766;Herbrechtingen;;;;;
8002768;Herchen;Windeck-Herchen;;;;
8002769;Herdecke;;;;;
8002770;Herdorf;;;;;
8002773;Hergershausen;Babenhausen-Hergersh;;;;
8002775;Hennef im Siegbogen;;;;;
8002776;Hermaringen;;;;;
8002779;Herne-Börnig;;;;;
8002782;Heroldsberg;;;;;
8002783;Heroldsberg Nord;;;;;
8002784;Herrath;Mönchengladbach-Her;;;;
8002785;Herrenberg;;;;;
8002786;Herrenberg Zwerchweg;;;;;
8002789;Herrlingen;;;;;
8002792;Herrsching;;;;;
8002793;Hersbruck(l Pegnitz);;;;;
8002794;Hersbruck(r Pegnitz);;;;;
8002797;Herten(Baden);Rheinfelden-Herten;;;;
8002798;Herxheim am Berg;;;;;
8002800;Herzberg Schloß;;;;;
8002801;Herzebrock;;;;;
8002802;Vöhl-Herzhausen;;;;;
8002804;Herzogenrath-Alt-Merkstein;Merkstein West;;;;
8002806;Herzogenrath;;;;;
8002808;Heselbach;;;;;
8002810;Hesseln;;;;;
8002812;Hessisch Oldendorf;;;;;
8002813;Höchst Hetschbach;;;;;
8002814;Hettenhausen;Gersfeld-Hettenhaus.;;;;
8002815;Beerfelden Hetzbach;Hetzbach Beerfelden;;;;
8002816;Herzogenrath-August-Schmidt-Platz;Merkstein;;;;
8002817;Hetzerath;;;;;
8002820;Heufeld;Bruckmühl-Heufeld;;;;
8002821;Heufeldmühle;Bruckmühl-Heufeldmühle;;;;
8002822;Heusenstamm;;;;;
8002824;Hiddenhausen-Schweicheln;Hiddenhausen-Schwei.;;;;
8002826;Hilchenbach;;;;;
8002827;Hildbrandsgrün;Münchberg-Hildbran.;;;;
8002828;Hilden Süd;;;;;
8002830;Hildesheim Ost;;;;;
8002835;Hillnhütten;Hilchenbach-Hillnhü;;;;
8002837;Hilpertsau;Gernsbach-Hilpertsau;;;;
8002838;Hilpoltstein;HIP;;;;
8002839;Hilter;;;;;
8002841;Münster-Hiltrup;;;;;
8002843;Himmelpforten;;;;;
8002844;Himmelreich;Kirchzarten-Himmelr.;;;;
8002845;Himmelstadt;;;;;
8002847;Hinterweidenthal;;;;;
8002848;Hinterzarten;;;;;
8002850;Hinrichssegen;Bruckmühl-Hinrichssegen;;;;
8002852;Hirsau;Calw-Hirsau;;;;
8002853;Hirschaid;;;;;
8002856;Hirschfelden;Krumbach-Hirschfeld.;;;;
8002857;Hirschhorn(Neckar);;;;;
8002858;Hirschhorn(Pfalz);;;;;
8002861;Boppard-Hirzenach;Hirzenach(Boppard);;;;
8002864;Hittfeld;;;;;
8002865;Hitzacker;;;;;
8002868;Hochdahl;Erkrath-Hochdahl;;;;
8002869;Hochdahl-Millrath;Erkrath-Hochd.-Mill.;;;;
8002871;Hochhausen(Tauber);Tauberbischofsh.-Ho.;;;;
8002872;Hochheim(Main);;;;;
8002873;Hamburg Hochkamp;;;;;
8002875;Hochspeyer;;;;;
8002877;Maintal Ost;Maintal-Dörnigheim;Hochstadt-Dörnigh.;;;
8002878;Hochstadt-Marktzeuln;;;;;
8002879;Hochstätten(Pfalz);;;;;
8002880;Hochstetten(Nahe);;;;;
8002881;Hochwang;Ichenhausen-Hochwang;;;;
8002883;Hockenheim;;;;;
8002884;Hodenhagen;;;;;
8002886;Altenstadt-Höchst;;;;;
8002888;Höchstädt(Donau);;;;;
8002891;Höfen(Enz) Bf;;;;;
8002892;Höfingen;Leonberg-Höfingen;;;;
8002894;Höhenkirchen-Siegertsbrunn;;;;;
8002895;Höhmühlbach;;;;;
8002898;Höllenthal;Lichtenberg-Höllen.;;;;
8002899;Höllriegelskreuth;Pullach-Höllriegel.;;;;
8002903;Wildeck-Hönebach;;;;;
8002908;Höpfling;;;;;
8002909;Hamburg-Hörgensweg;;;;;
8002910;Hörden;Gaggenau-Hörden;;;;
8002912;Hörlkofen;;;;;
8002914;Hörpolding;Traunreut-Hörpoldi.;;;;
8002915;Hörstel;;;;;
8002916;Hörstmar(Lippe);;;;;
8002918;Hösbach;;;;;
8002919;Hösel;;;;;
8002920;Hövelhof;;;;;
8002921;Hövelriege;;;;;
8002923;Höxter Rathaus;HX;;;;
8002924;Hof Hbf;HO;;;;
8002927;Hof-Neuhof;;;;;
8002929;Hofeld;;;;;
8002930;Hofen(b Aalen);Aalen-Hofen;;;;
8002931;Hoffenheim;Sinsheim-Hoffenheim;;;;
8002932;Hoffnungsthal;Rösrath-Hoffnungst.;;;;
8002933;Hofgeismar;HOG;;;;
8002934;Hofheim (Ried);Lampertheim-Hofheim;;;;
8002935;Hofheim(Taunus);;;;;
8002939;Hohegrete;;;;;
8002940;Hohenbrunn;;;;;
8002941;Krefeld-Hohenbudberg Chempark;;;;;
8002944;Hoheneggelsen;Söhlde-Hoheneggels.;;;;
8002946;Hamburg Hoheneichen;;;;;
8002953;Hohenlimburg;Hagen-Hohenlimburg;;;;
8002954;Hohenpeißenberg;;;;;
8002955;Hohenschäftlarn;;;;;
8002956;Hohenstadt(Mittelfr);Pommelsbrunn-Hohens.;;;;
8002958;Hohensülzen;;;;;
8002959;Hohenwestedt;;;;;
8002962;Holdorf(Oldb);;;;;
8002967;Holm-Seppensen;;;;;
8002969;Holtensen/Linderte;;;;;
8002972;Rosendahl-Holtwick;;;;;
8002976;Holzhausen(Kr Siegen);;;;;
8002978;Holzhausen-Heddinghausen;Preußisch-Oldend-Ho.;;;;
8002979;Holzheim(b Neuss);Neuss-Holzheim;;;;
8002980;Holzkirchen;;;;;
8002988;Honrath;Lohmar-Honrath;;;;
8002992;Hoppecke;;;;;
8002994;Hoppingen;Harburg-Hoppingen;;;;
8002995;Hoppstädten(Nahe);;;;;
8002998;Horb-Heiligenfeld;;;;;
8003000;Horn-Bad Meinberg;;;;;
8003001;Hornberg(Schwarzw);;;;;
8003002;Horneburg;;;;;
8003003;Horst(Holst);;;;;
8003008;Hoykenkamp;Ganderkesee-Hoykenk.;;;;
8003010;Hubacker;Lautenbach-Hubacker;;;;
8003014;Hüfingen Mitte;;;;;
8003015;Hofgeismar-Hümme;;;;;
8003016;Hünfeld;HÜN;;;;
8003018;Siegen-Geisweid;;;;;
8003020;Siegen-Weidenau;;;;;
8003021;Hüttingen;;;;;
8003022;Hulb;;;;;
8003023;Hufschlag;;;;;
8003024;Huglfing;;;;;
8003025;Hugstetten;March-Hugstetten;;;;
8003030;Huntlosen;;;;;
8003032;Husby;;;;;
8003033;Huttenheim;Philippsburg-Huttenh;;;;
8003034;Huzenbach;Baiersbronn-Huzenba.;;;;
8003035;Ibach;Oppenau-Ibach;;;;
8003036;Ibbenbüren;;;;;
8003038;Ichenhausen;;;;;
8003039;Icking;;;;;
8003040;Idar-Oberstein;;;;;
8003041;Idstein(Taunus);;;;;
8003042;Igel;;;;;
8003044;Igensdorf;;;;;
8003045;Igersheim;;;;;
8003052;Ihringen;;;;;
8003053;Fuldatal-Ihringshausen;Ihringshausen;;;;
8003057;Illertissen;ILL;;;;
8003058;Illesheim;;;;;
8003059;Illingen(Saar);;;;;
8003060;Illingen(Württ);;;;;
8003061;Immendingen Mitte;;;;;
8003062;Immenhausen;;;;;
8003063;Immenreuth;;;;;
8003064;Immensen-Arpke;Lehrte,Immensen-Arp.;;;;
8003065;Immenstadt;;;;;
8003066;Immendingen Zimmern;;;;;
8003070;Imsweiler;;;;;
8003072;Markt Indersdorf;Indersdorf;;;;
8003073;Ingelbach;;;;;
8003075;Ingelheim;;;;;
8003076;Ingolstadt Nord;;;;;
8003078;Aukrug;;;;;
8003079;Inningen;Augsburg-Inningen;;;;
8003080;Insheim;;;;;
8003081;Iphofen;;;;;
8003083;Ipsheim;;;;;
8003086;Irrenlohe;;;;;
8003088;Hamburg-Iserbrook;;;;;
8003090;Iserlohnerheide;;;;;
8003091;Isernhagen;;;;;
8003092;Ismaning;;;;;
8003094;Ispringen;;;;;
8003096;Isselhorst-Avenwedde;;;;;
8003098;Istein;;;;;
8003100;Ittling;;;;;
8003101;Ittlingen;;;;;
8003102;Itzehoe;IZ;;;;
8003103;Itzelberg;;;;;
8003104;Bad Münstereifel-Iversheim;;;;;
8003106;Jägerhaus;;;;;
8003108;Jägersfreude;;;;;
8003111;Jagstzell;;;;;
8003115;Jarrenwisch;Oesterwurth-Jarrenw.;;;;
8003122;Jettenbach;;;;;
8003123;Jettingen;;;;;
8003124;Jever;JEV;;;;
8003125;Jockgrim Bf;;;;;
8003127;Jöhlingen;Walzbachtal-Jöhling;;;;
8003129;Jossa;Sinntal-Jossa;;;;
8003130;Jüchen;;;;;
8003131;Rodgau-Jügesheim;;;;;
8003135;Jünkerath;;;;;
8003136;Julbach;;;;;
8003137;Hamburg Jungfernstieg;;;;;
8003141;Kaarster Bahnhof;;;;;
8003143;Kahl(Main);;;;;
8003144;Hesseneck Kailbach;Kailbach Hesseneck;;;;
8003146;Kainzenbad;;;;;
8003148;Kaisersesch;;;;;
8003150;Kaiserslautern Pfaffwerk;;;;;
8003151;Kaiserslautern West;;;;;
8003154;Kalchreuth;;;;;
8003155;Venlo(Gr);Kaldenkirchen(Gr);;;;
8003158;Kall;;;;;
8003160;Hürth-Kalscheuren;Kalscheuren;;;;
8003165;Langenhagen-Kaltenweide;Kaltenweide Langenh.;;;;
8003166;Kalthof(Kr Iserlohn);Iserlohn-Kalthof;;;;
8003168;Kamen;;;;;
8003169;Kamen-Methler;;;;;
8003170;Kamp-Bornhofen;;;;;
8003172;Kandel;;;;;
8003173;Kanzem;;;;;
8003174;Kapellen-Wevelinghoven;Grevenbroich-Kapell.;;;;
8003175;Kapellen-Drusweiler;;;;;
8003179;Treis-Karden;;;;;
8003181;Karlsdorf;;;;;
8003182;Bad Karlshafen;Karlshafen Bad;;;;
8003183;Karlsruhe West;;;;;
8003184;Karlsruhe-Durlach;;;;;
8003185;Karlsruhe-Hagsfeld;;;;;
8003186;Karlsruhe-Knielingen;;;;;
8003187;Karlsruhe-Mühlburg;;;;;
8003189;Karlstadt(Main);KAR;;;;
8003191;Karpfham;Karpfham (b Bad Griesbach i.Rottal) Bahnhof;Bad Griesbach-Karpfh;;;
8003196;Kassel-Harleshausen;;;;;
8003197;Kassel-Jungfernkopf;;;;;
8003198;Kassel-Kirchditmold;;;;;
8003199;Kassel-Oberzwehren;;;;;
8003200;Kassel-Wilhelmshöhe;KSW;;;;
8003205;Kastl(Oberbay);;;;;
8003207;Katharinenheerd;;;;;
8003208;Kating;Tönning-Kating;;;;
8003209;Katlenburg;;;;;
8003211;Kattenes;Löf-Kattenes;;;;
8003212;Kattenvenne;;;;;
8003213;Katzenfurt;;;;;
8003214;Katzwang;;;;;
8003215;Katzweiler;;;;;
8003216;Kaub;;;;;
8003218;Kehl;KEL;;;;
8003220;Kehlen;Meckenbeuren-Kehlen;;;;
8003222;Keitum;;;;;
8003227;Kellmünz;;;;;
8003228;Kelsterbach;;;;;
8003229;Kemnath-Neustadt;;;;;
8003230;Kempten(Allgäu)Ost;;;;;
8003232;Kennelgarten;;;;;
8003233;Kenzingen;;;;;
8003235;Kerkerbach;Runkel-Kerkerbach;;;;
8003238;Kersbach;;;;;
8003241;Kestert;;;;;
8003245;Kettwig Stausee;;;;;
8003247;Kevelaer;;;;;
8003248;Kiebingen;Rottenburg-Kiebingen;;;;
8003249;Kiefersfelden;;;;;
8003251;Kiel Schulen am Langsee;;;;;
8003252;Kierberg;;;;;
8003253;Kiel-Russee;;;;;
8003255;Schöneck-Kilianstädten;Kilianstädten(Schö.);;;;
8003256;Kinding(Altmühltal);;;;;
8003257;Kindsbach;;;;;
8003262;Kirch Göns;;;;;
8003263;Kirchanschöring;;;;;
8003266;Kirchberg(Murr);;;;;
8003267;Kirchdorf(Deister);Barsinghausen-Kirchd;;;;
8003268;Kirchehrenbach;;;;;
8003270;Kirchenlamitz Ost;;;;;
8003272;Kirchentellinsfurt;;;;;
8003276;Kirchhammelwarden;;;;;
8003278;Kirchheim(Neckar);;;;;
8003280;Kirchheim(Teck);;;;;
8003282;Kirchheim(Teck)-Ötlingen;;;;;
8003283;Kirchheim(Teck)Süd;;;;;
8003284;Kirchheim(Unterfr);;;;;
