clear_station_name,lat,long
kurort rathen,51.45725,58.51425
wyhlen,47.54987,7.69106
herten(baden),47.55532,7.72924
rheinfelden(baden),47.55973,7.78905
beuggen,47.57848,7.80549
schwörstadt,47.59381,7.87979
wehr-brennet,47.6298,7.90468
murg(baden),47.55376,8.02352
laufenburg(baden),47.56513,8.0608
laufenburg(baden)ost,47.56513,8.0608
albbruck,47.59284,8.1289
dogern,47.60883,8.1724
friedrichstal(baden),49.10481,8.48091
wiesental,49.22546,8.51892
schwetzingen-hirschacker,49.40211,8.5616
schameder,50.99844,8.29422
leimstruth,50.98808,8.31124
oberndorf(wittgenstein),50.98691,8.25508
feudingen,50.94069,8.32541
bad laasphe,50.92754,8.41277
bad laasphe-niederlaasphe,50.92399,8.44382
wallau(lahn),50.92839,8.47466
biedenkopf campus,50.91331,8.52416
biedenkopf,50.91331,8.52416
wilhelmshütte(lahn),51.81138,9.44809
friedensdorf(lahn),50.85502,8.55778
buchenau(lahn),50.87248,8.59881
caldern,50.84407,8.66454
sterzhausen,50.86236,8.706
goßfelden,50.86485,8.74167
lahntal-sarnau,50.86648,8.75561
"heinrich-heine-straße, kassel",51.30664,9.47682
"am weinberg, kassel",51.309,9.48677
"rathaus/fünffensterstraße, kassel",51.31217,9.49142
"wilhelmsstraße/stadtmuseum, kassel",51.31459,9.48953
kassel-oberzwehren,51.2776,9.45209
baunatal-rengershausen,51.25296,9.45368
lohr bahnhof,49.99929,9.57699
partenstein,50.04114,9.51704
heigenbrücken,50.02698,9.37052
aschaffenburg hbf,49.97422,9.14713
marzling,48.41019,11.79347
langenbach(oberbay),46.92056,7.68414
pratau,51.8427,12.64322
bergwitz,51.79452,12.58904
radis,51.75076,12.515
gräfenhainichen,51.72868,12.45462
burgkemnitz,51.68267,12.40463
muldenstein,51.67146,12.34265
petersroda,51.56977,12.28933
zschortau,51.47783,12.36069
rackwitz(leipzig),51.48085,12.36024
leipzig bayerischer bahnhof,51.32956,12.38098
wutha,-27.59643,151.93134
schönau(hörsel),56.04475,12.70336
sättelstädt,50.94388,10.48133
mechterstädt,50.94215,10.521
seebergen,50.92157,10.79962
wandersleben,50.89731,10.84935
vieselbach,50.99942,11.1463
hopfgarten(weimar),50.98746,11.21513
oßmannstedt,51.01805,11.42872
niedertrebra,51.07033,11.583
bad sulza,51.09001,11.62544
leißling,51.18266,11.91151
bad dürrenberg,51.29771,12.06379
kötzschau,51.31287,12.129
großlehna,51.31075,12.16994
markranstädt,51.3016,12.22067
leipzig-miltitz,51.3252,12.25425
leipzig-rückmarsdorf,51.34448,12.25264
westewitz-hochweitzschen,51.1417,13.03277
klosterbuch,51.15278,12.98554
leisnig,51.1598,12.92636
tanndorf,51.15446,12.83928
großsteinberg,51.24986,12.64292
naunhof,51.27568,12.5958
beucha,51.32219,12.56316
frankfurt-höchst farbwerke,50.09768,8.52704
frankfurt-griesheim,50.10266,8.60274
geisenheim,49.98318,7.96546
sülzenbrücken,50.88678,10.89514
haarhausen,51.01295,9.26208
arnstadt süd,50.8355,10.94879
kreuzstraße,47.92242,11.75981
westerham,51.2671,0.07085
feldolling,47.89478,11.85342
bruckmühl,47.88264,11.91519
heufeldmühle,47.87475,11.93857
hinrichssegen,47.87252,11.93634
heufeld,47.87434,11.9567
kuchen,48.63643,9.7987
gingen(fils),48.65626,9.7798
salach,48.69046,9.738
faurndau,48.70866,9.61714
banteln,52.06605,9.75266
freden(leine),51.92821,9.89368
görlitz-rauschwalde,51.15217,14.96757
gersdorf(görlitz),51.12438,14.85207
reichenbach(oberlausitz),51.13866,14.79543
zoblitz,51.13094,14.74791
kaarst mitte/holzbüttgen,51.19665,6.60911
kaarst ikea,51.2111,6.6405
dortmund-westerfilde,51.54574,7.37673
dortmund-huckarde,51.53168,7.41481
dortmund-wischlingen,51.51969,7.409
wittgensdorf ob bf,50.88144,12.86951
wittgensdorf mitte,50.88727,12.87209
chemnitz-borna hp,50.85297,12.88392
chemnitz küchwald,50.84945,12.90667
eilendorf,53.45173,9.70365
weddel(braunschw),52.27033,10.62113
schandelah,52.27067,10.68911
geestgottberg,52.95539,11.72949
seehausen(altm),52.89369,11.75343
osterburg,52.79125,11.75236
goldbeck(osterburg),52.79125,11.75236
eichstedt(altm),52.67708,11.85257
stendal hochschule,52.61375,11.84941
demker,52.50759,11.85524
mahlwinkel,52.39528,11.78271
angern-rogätz,48.25815,15.64276
zielitz,52.28793,11.67875
barleber see,52.21591,11.64991
kersbach,49.68223,11.06948
bubenreuth,49.62733,11.01732
feucht ost,49.37717,11.2158
mimberg,49.35231,11.28087
oberferrieden,49.3269,11.32881
hohenthurm,51.52309,12.0985
landsberg(b. halle/saale),51.48129,11.99285
brehna,51.55734,12.2134
roitzsch(bitterf),51.59715,12.80775
hundsgrün,50.36669,12.20193
oelsnitz(vogtl),50.41592,12.17311
pirk,49.63495,12.16322
kürbitz,50.96452,12.3976
plauen(vogtl)-straßberg,50.47629,12.0859
plauen(vogtl)west,50.49934,12.13033
jößnitz,50.54102,12.13764
jocketa,50.55934,12.17375
herlasgrün,50.56777,12.22873
limbach(vogtl),48.28863,17.22204
netzschkau,50.61034,12.24301
neumark(sachs),50.65733,12.35488
steinpleis,50.71296,12.39413
lichtentanne(sachs),50.69272,12.4262
ludwigshafen(rhein) basf mitte,49.48192,8.44917
ludwigshafen(rhein) basf süd,49.49605,8.43148
ludwigshafen(rh)hbf,49.48092,8.44726
oschersleben(bode),52.02877,11.22834
nienhagen(halberst),52.5581,10.09829
ditfurt,51.83167,11.20373
thalfingen(b ulm),48.43904,10.04912
langenau(württ),48.4948,10.11842
rammingen(württ),48.51962,10.17069
niederstotzingen,48.53756,10.23647
sontheim-brenz,48.55693,10.28672
bergenweiler,48.57433,10.27348
hermaringen,48.59617,10.25779
herbrechtingen,48.62221,10.17503
heidenheim-mergelstetten,48.65831,10.15797
heidenheim voithwerk,48.66941,10.15621
sulzbach(taunus)nord,50.13261,8.52811
frankfurt(m)lokalbahnhof,50.10313,8.6903
klotten,50.1638,7.19931
pommern(mosel),50.16931,7.2701
treis-karden,50.17339,7.30096
müden(mosel),50.18522,7.33817
moselkern,50.19453,7.37155
hatzenport,50.22736,7.41933
löf,50.23544,7.44372
kattenes,50.25285,7.44166
lehmen,50.28425,7.45401
hamburg-sternschanze,53.56419,9.96966
rottweil göllsdorf,48.16324,8.661
rottweil saline,48.14674,8.63755
rottweil neufra,48.129,8.6748
aldingen(b spaichingen),48.09599,8.71632
spaichingen mitte,48.49024,9.68934
balgheim,48.0659,8.76242
rietheim(württ),48.03803,8.78213
weilheim(württ),48.4901,9.03254
wurmlingen nord,48.00267,8.77713
wurmlingen mitte,48.00267,8.77713
tuttlingen schulen,48.01106,8.66253
hüfingen mitte,47.92437,8.48889
döggingen,47.89205,8.43438
unadingen,47.88127,8.40712
bachheim,47.85931,8.4031
löffingen,47.88424,8.34528
rötenbach(baden),48.92291,9.92252
raisting,47.91205,11.10858
dießen,51.47879,5.17749
st alban,43.69335,1.41274
riederau,47.9837,11.0928
utting,48.02732,11.08524
schondorf(bay),48.05253,11.09128
st ottilien,51.21929,9.64565
walleshausen,48.15103,10.97699
egling,47.92304,11.50605
schmiechen(schwab),48.21231,10.96285
merching,48.24592,10.98559
wüsting,53.11859,8.33564
bookholzberg,53.09924,8.53145
schierbrok,53.08523,8.58005
hoykenkamp,53.06978,8.59804
heidkrug,53.00989,10.02865
bennewitz,51.36045,12.71347
altenbach,51.35066,12.67818
machern(sachs),51.3584,12.62861
gerichshain,51.35506,12.57871
borsdorf(sachs),51.34786,12.53298
leipzig-engelsdorf,51.33424,12.48241
leipzig anger-crottendorf,51.33494,12.41123
leipzig-stötteritz,51.3199,12.42605
leipzig völkerschlachtdenkmal,51.31462,12.41194
leipzig markt,51.34053,12.37432
leipzig-gohlis,51.35866,12.3606
leipzig olbrichtstraße,51.37467,12.35679
leipzig slevogtstraße,51.37138,12.34091
leipzig-wahren,51.3754,12.32
leipzig-lützschena,51.3838,12.27162
schkeuditz,51.39642,12.22186
schkeuditz west,51.39043,12.19557
großkugel,51.41744,12.14756
gröbers,51.42979,12.11745
dieskau,51.43636,12.04088
halle messe,51.45149,12.02439
halle(saale)hbf,51.4822,11.97494
halle rosengarten,51.43981,11.97978
halle-silberhöhe,51.445,11.9667
halle südstadt,51.45155,11.95668
halle zscherbener straße,51.47365,11.9161
quadrath-ichendorf,50.93536,6.68036
bergheim(erft),50.95396,6.63929
tübingen-lustnau,48.53097,9.07887
reutlingen-betzingen,48.49978,9.1771
reutlingen west,48.49161,9.21491
reutlingen-sondelfingen,48.51811,9.2259
glauburg-glauberg,50.3155,8.99956
altenstadt-lindheim,50.29027,8.97935
altenstadt(hess),50.2861,8.94661
altenstadt-höchst,50.27015,8.92852
nidderau-eichen,50.25728,8.90772
stockau,48.85866,11.61869
seybothenreuth,49.89391,11.70845
kirchenlaibach,49.87396,11.7701
haidenaab-göppmannsbühl,49.88563,11.82019
immenreuth,49.90693,11.86516
neusorg,49.9335,11.96719
waldershof,49.97784,12.06364
marktredwitz,50.00162,12.08463
wunsiedel-holenbrunn,50.0496,12.03926
röslau,50.0844,11.97399
marktleuthen,50.12784,11.99505
kirchenlamitz ost,50.17018,11.98537
martinlamitz,50.21119,11.97215
hilden süd,51.14947,6.9418
hilden,51.17004,6.937
düsseldorf-eller,51.20089,6.84002
düsseldorf-eller mitte,51.20134,6.83824
düsseldorf-oberbilk,51.21724,6.80241
düsseldorf volksgarten,51.20676,6.79751
düsseldorf hbf,51.21564,6.77661
düsseldorf wehrhahn,51.22852,6.79169
essen west,51.32221,3.30319
essen hbf,51.77004,5.87513
essen-eiberg,51.44378,7.1063
heinsberg kreishaus,51.03856,8.15021
heinsberg-oberbruch,51.05409,6.16141
heinsberg-dremmen,51.03915,6.14665
heinsberg-porselen,51.03889,6.17228
heinsberg-horst,51.06803,6.22216
heinsberg-randerath,51.01582,6.17678
bochum-langendreer,51.47373,7.32533
bergen(oberbay),51.5998,6.03363
öhringen west,49.19232,9.4873
bitzfeld,48.7933,7.99172
bretzfeld,49.17361,9.4378
scheppach,48.40705,10.44474
wieslensdorf,49.14787,9.42312
eschenau(b heilbronn),49.13945,9.4022
affaltrach,49.13634,9.3831
willsbach,49.1364,9.35545
sülzbach schule,49.90756,9.1591
sülzbach,49.14703,9.34087
ellhofen,49.14775,9.32068
weinsberg/ellhofen gewerbegebiet,49.14878,9.3078
weinsberg,49.14915,9.28425
weinsberg west,49.15097,9.27487
heilbronn trappensee,49.14033,9.25235
heilbronn pfühlpark,49.1402,9.24452
offenau,49.24479,9.16357
gundelsheim(neckar),49.93683,10.92196
haßmersheim,49.30062,9.14334
neckarzimmern,49.31837,9.1326
düsseldorf-derendorf,51.2482,6.78311
düsseldorf-zoo,51.21564,6.77661
düsseldorf friedrichstadt,51.21388,6.78545
düsseldorf-bilk,51.20713,6.77711
düsseldorf völklinger str.,51.20578,6.75665
düsseldorf-hamm,51.2083,6.74033
neuss rheinparkcenter,51.20129,6.71844
neuss am kaiser,51.08242,6.5846
neuss hbf,51.19642,6.69432
neuss süd,51.17538,6.67415
norf,51.15651,6.73302
neuss allerheiligen,51.13855,6.74576
nievenheim,51.11473,6.77158
dormagen,51.09295,6.83975
dormagen chempark,51.08758,6.81673
köln-worringen,51.06443,6.8646
köln hbf,50.91698,6.98859
porz-wahn,,
troisdorf,50.81355,7.15298
dessau süd,51.80903,12.24419
marke,55.69711,11.47126
raguhn,51.71081,12.28805
jeßnitz(anh),51.68395,12.29765
greppin,51.64358,12.29495
flomersheim,49.51514,8.33198
lambsheim,49.51315,8.28732
weisenheim(sand),50.00143,7.97815
twiste,53.47717,9.87755
mengeringhausen,51.36532,8.98643
bad arolsen,51.3806,9.0129
külte-wetterburg,51.38359,9.05838
volkmarsen,51.41298,9.11484
ehringen,48.87579,10.47501
wolfhagen,51.32798,9.17243
zierenberg,51.36917,9.30374
ahnatal-weimar,51.366,9.39275
melsungen,51.1334,9.54132
mettmann zentrum,51.29814,6.86019
neanderthal,51.22638,6.95045
erkrath-nord,51.22651,6.90548
götz,44.9922,-91.16592
groß kreutz,52.40358,12.77685
fangschleuse,52.41932,13.79926
leutershausen-wiedersbach,49.29731,10.43469
mettmann stadtwald,51.18382,6.95936
ründeroth,50.99457,7.46293
overath,50.93337,7.28818
honrath,50.90739,7.24326
hoffnungsthal,50.91504,7.21371
rösrath-stümpen,50.89971,7.16162
malchin,53.74256,12.76264
teterow,53.77088,12.57202
neu wokern,53.76305,12.50199
lalendorf,53.75779,12.38743
hörlkofen,48.2428,11.93727
walpertskirchen,48.25785,11.97302
thann-matzbach,48.26626,12.04715
weidenbach,49.1981,10.64363
rinkerode,51.84612,7.68403
drensteinfurt,51.79638,7.74183
mersch(westf),49.75041,6.10629
hamm-bockum-hövel,51.69686,7.75251
borgeln,51.60088,8.03543
bad sassendorf,51.58534,8.17011
dedinghausen,51.6686,8.40254
ehringhausen(kr lippstadt),51.66683,8.40826
unterschleißheim,48.28221,11.57489
henfenfeld,49.49827,11.39122
ottensoos,49.50982,11.34128
lauf west,47.7108,-116.79336
röthenbach-seespitze,49.49159,11.26021
röthenbach-steinberg,49.41978,11.03198
schwaig,49.472,11.20032
nürnberg-laufamholz,49.46544,11.16397
nürnberg-rehhof,49.45998,11.14911
nürnberg-mögeldorf,49.46161,11.13556
nürnberg hbf,49.45435,11.07346
nürnberg-sandreuth,49.43409,11.05972
reichelsdorfer keller,32.93087,-97.22646
katzwang,49.36496,11.04814
rednitzhembach,49.30226,11.07902
hagen-wehringhausen,51.35672,7.45531
hagen-heubing,51.35021,7.42119
hagen-westerbauer,51.34039,7.39621
gevelsberg-knapp,51.3374,7.37628
gevelsberg hbf,51.3214,7.34011
gevelsberg-kipp,51.3214,7.34011
gevelsberg west,51.31836,7.33176
schwelm,51.2835,7.2935
schwelm west,51.28337,7.28825
wuppertal-langerfeld,51.27499,7.24503
wülfrath-aprath,51.27148,7.07328
velbert rosenhügel,51.30309,7.10522
velbert-neviges,51.31157,7.09012
velbert-nierenhof,51.37461,7.13538
essen-holthausen,51.41971,7.07906
essen-überruhr,51.43242,7.07743
fahrnau,47.66182,7.83612
schopfheim-schlattholz,47.65476,7.83214
schopfheim west,47.64902,7.82379
maulburg,47.64074,7.77778
lörrach-brombach/hauingen,47.63262,7.70057
lörrach-haagen/messe,47.63317,7.68029
lörrach hbf,47.61281,7.66423
ostheim(b butzbach),50.40515,8.67322
butzbach,50.43586,8.6719
kirch göns,50.47094,8.65351
lang göns,50.49746,8.66355
großen linden,50.52915,8.64797
gießen,50.58624,8.67578
gießen oswaldsgarten,50.58805,8.67062
lollar,50.64794,8.70357
friedelhausen,49.54346,7.49627
fronhausen(lahn),50.70517,8.71794
niederwalgern,50.73484,8.70348
niederweimar,50.75949,8.73287
berlin-karlshorst (s),52.48146,13.52594
magstadt,48.74225,8.96297
neuenstein,50.90328,9.59806
waldenburg(württ),47.38225,7.74772
wackershofen,49.13577,9.70002
schwäbisch hall,49.11334,9.7461
oppenweiler(württ),48.98318,9.45868
dortmund signal iduna park,51.49261,7.45188
ostermünchen,47.94978,12.0354
großkarolinenfeld,47.89247,12.08291
flintsbach,47.72448,12.12278
offingen,48.47832,10.36321
mindelaltheim,48.46266,10.41017
jettingen,48.56502,8.78271
freihalden,48.38644,10.49577
kutzenhausen,48.93376,7.85624
"hegelsbergstraße, kassel",51.33855,9.49298
"wiener straße, kassel",51.33153,9.48833
"hauptfriedhof, kassel",51.33081,9.49802
"halitplatz, kassel",51.32746,9.49969
"holländischer platz/universität, kassel",51.32107,9.50156
"königsplatz, kassel",51.31575,9.49795
"friedrichsplatz, kassel",51.31292,9.49749
"rathaus, kassel",51.31171,9.49359
espenau-mönchehof,51.38742,9.45498
berlin zoologischer garten,52.50811,13.33491
weizern-hopferau,47.61255,10.63409
seeg,47.65428,10.60824
lengenwang,47.69928,10.60327
leuterschach,47.74728,10.57429
marktoberdorf schule,47.7697,10.5958
marktoberdorf,47.77895,10.61919
ebenhofen,47.81692,10.62222
inningen,48.31407,10.85878
bischofswiesen,47.65333,12.95994
bayerisch gmain,47.72052,12.8966
bad reichenhall-kirchberg,47.72021,12.86653
welschingen-neuhausen,48.68367,9.27895
mühlhausen(b engen),49.18169,11.41443
singen landesgartenschau,47.76004,8.82647
singen industriegebiet,47.7603,8.8855
böhringen-rickelshausen,47.75101,8.9291
markelfingen,47.74179,9.00421
mönchengladbach-lürrip,51.20431,6.47721
erkrath,51.22178,6.90835
sindelfingen,48.7079,9.00197
maichingen,48.72444,8.96401
bruchhausen(b ettlingen),48.92719,8.37107
malsch,48.88047,8.3345
malsch süd,52.37626,10.40082
muggensturm badesee,48.87841,8.28838
muggensturm,48.87076,8.27586
reinsbüttel,54.17983,8.90874
süderdeich,54.20215,8.91131
wesselburen,54.21243,8.92652
jarrenwisch,54.21605,8.96087
tiebensee,54.21757,9.02256
geisingen,47.92298,8.64564
engen,47.85291,8.76864
reichenau(baden),47.69769,15.83879
konstanz-wollmatingen,47.678,9.17362
konstanz-fürstenberg,47.6843,9.15597
lübeck-travem. skandinavienkai,53.94067,10.85842
lübeck-kücknitz,53.91154,10.80599
lübeck-dänischburg ikea,53.91581,10.73165
unterkochen,48.81661,10.12867
assenheim(oberhess),50.29591,8.81443
ostheim(kr hanau),48.15551,7.3701
bruchköbel,50.17879,8.9196
mühlen(b horb),48.45127,8.73599
eyach,47.77005,11.09523
bieringen,49.34417,9.52635
dresden-plauen,51.02939,13.70723
engelsdorf riesaer straße,51.34609,12.48284
ratingen ost,51.29277,6.86908
ulm-donautal,48.36051,9.97916
flörsheim(main),50.00964,8.42414
eddersheim,50.04058,8.46963
ringsheim/europa-park,53.20655,6.58883
kenzingen,48.19287,7.76989
schliengen,47.75588,7.57594
bad bellingen,47.7319,7.55728
efringen-kirchen,47.65019,7.56378
haltingen,47.61417,7.61385
niederlahnstein,50.31786,7.60174
friedrichssegen,50.31035,7.65432
nievern,50.33772,7.68093
bad ems west,50.33501,7.71141
dausenau,50.3287,7.76103
obernhof(lahn),50.31704,7.85236
laurenburg(lahn),50.33028,7.91229
balduinstein,50.34387,7.97389
fachingen(lahn),50.36114,7.99177
berlin jungfernheide (s),52.53068,13.30033
felde,54.30157,9.9353
karlsruhe bahnhofsvorplatz,49.01096,8.40848
"poststraße, karlsruhe",48.9951,8.40313
"augartenstraße, karlsruhe",48.99905,8.40944
"kongresszentrum (u), karlsruhe",49.0037,8.40206
"ettlinger tor/staatstheater (u), karlsruhe",49.00536,8.40459
"marktplatz (pyramide u), karlsruhe",49.00924,8.40388
berghausen hummelberg,48.12988,15.65406
jöhlingen west,49.03232,8.57421
jöhlingen,49.03232,8.57421
wössingen,49.00976,8.61079
wössingen ost,49.00976,8.61079
dürrenbüchig,49.02268,8.64752
rinklingen,49.03489,8.68345
möser,52.21741,11.79316
gerwisch,52.17398,11.74616
biederitz,52.15419,11.71488
magdeburg herrenkrug,52.15271,11.6791
melsungen bartenwetzerbrücke,51.13203,9.54835
melsungen-schwarzenberg,51.14605,9.56218
melsungen-röhrenfurth,51.15507,9.54851
freilassing-hofham,47.8423,12.9763
ainring,47.81333,12.94122
hammerau,47.79501,12.9477
piding,47.76966,12.91201
krefeld-hohenbudberg chempark,51.37401,6.66521
krefeld hbf,51.33395,6.56259
burhafe(ostfriesl),53.5995,7.70516
wittmund,53.57533,7.78349
jever,53.57419,7.90314
schortens-heidmühle,53.54176,7.942
niedergörsdorf,51.98078,12.98813
blönsdorf,51.95491,12.89752
zahna,51.91216,12.78766
mainz römisches theater,49.99258,8.27772
halstenbek,53.63458,9.84042
krupunder,53.6279,9.88073
hamburg elbgaustraße,53.59517,9.88408
hamburg-eidelstedt,53.60872,9.90495
hamburg-stellingen,53.59076,9.93047
hamburg-langenfelde,53.57959,9.93041
hamburg königstraße,53.5486,9.94594
hamburg reeperbahn,53.54959,9.96248
hamburg landungsbrücken,53.54572,9.97274
hamburg stadthausbrücke,53.55085,9.98581
hamburg elbbrücken,53.53609,10.0328
berlin-tiergarten,52.50993,13.36393
berlin bellevue,52.4962,13.32025
berlin hackescher markt,52.52366,13.40233
berlin jannowitzbrücke,52.51455,13.41793
berlin warschauer straße,52.50882,13.4507
berlin-rummelsburg,52.50136,13.49104
berlin betriebsbf rummelsburg,52.50136,13.49104
berlin-wuhlheide,52.43232,13.53478
berlin-köpenick,52.44342,13.58325
berlin-hirschgarten,52.45165,13.60071
rotenburg a.d. fulda,50.99514,9.72721
odenheim west,49.179,8.75079
zeutern ost,49.17722,8.6756
zeutern bf,49.17722,8.6756
zeutern sportplatz,53.97923,9.9628
stettfeld(baden),49.18354,8.64484
ubstadt uhlandstr.,49.16307,8.62973
bad vilbel süd,50.17864,8.73587
unna west,51.53368,7.68536
unna-königsborn,51.5602,7.68532
massen,51.53918,7.65283
dortmund-wickede,51.53319,7.61852
dortmund-wickede west,51.53319,7.61852
dortmund-asseln mitte,51.52769,7.58198
nöbdenitz,50.87489,12.27988
ronneburg(thür),50.86365,12.18072
stadtroda,50.85812,11.72717
mülheim(ruhr)west,39.10701,-84.52608
mülheim(ruhr)hbf,51.42673,6.87699
münster-amelsbüren,51.88417,7.60532
davensberg,51.81955,7.59145
ascheberg(westf),51.79191,7.62227
capelle(westf),49.97444,3.91665
berlin ostkreuz,52.55064,13.44714
neuhaus-igelshieb,50.49692,11.15521
ernstthal am rennsteig,50.41787,11.68236
oberlauscha,51.55041,12.58247
lauscha(thür),50.47566,11.15977
steinach(thür),50.43216,11.1589
steinach(thür)süd,50.42275,11.16545
blechhammer(thür),50.71544,10.46162
hüttengrund,50.65288,13.18892
sonneberg(thür)nord,50.35592,11.18378
sonneberg(thür)ost,50.35592,11.18378
sonneberg(thür)west,50.41618,11.04725
mengersgereuth-hämmern ost,50.39757,11.11644
mengersgereuth-hämmern,50.39757,11.11644
effelder(thür),51.23916,10.24667
seltendorf,50.38698,11.05653
rauenstein(thür),50.41735,11.05156
schalkau mitte,52.52119,13.42414
schalkau,50.39404,11.00678
bachfeld,47.98176,7.39626
eisfeld,50.42622,10.90529
harras(thür),50.40944,10.85729
veilsdorf,50.40804,10.80911
hildburghausen,50.42423,10.73535
reurieth,50.45307,10.65155
themar,50.50628,10.61456
vachdorf,50.5256,10.53787
grimmenthal,50.83999,7.3417
walldorf(werra),50.00846,8.57259
wasungen,50.6637,10.36867
schwallungen,50.69224,10.35578
mittel gründau,50.22973,9.11345
büdingen(oberhess),50.29324,9.11501
büches-düdelsheim,50.2926,9.01998
bleichenbach(oberh),48.42577,13.08547
effolderbach,50.34098,9.00931
ranstadt,50.35859,8.9862
borsdorf(hess),50.43096,8.97488
ober widdersheim,50.42529,8.93749
trais-horloff,50.44699,8.90322
hungen,50.47633,8.89414
langsdorf(oberhess),50.49113,8.85451
hangelsberg,52.39569,13.92156
kirchmöser,52.37744,12.42113
wusterwitz,52.36765,12.38389
güsen(b genthin),52.40568,12.1539
ditzingen,48.82707,9.06763
marktschorgast,50.09367,11.65398
stammbach,50.14515,11.69202
asperg,48.90569,9.13536
offenbach(main) marktplatz,50.10468,8.76454
mainz nord,49.97901,8.27157
schlierbach(schwalm-eder-kr.),50.96425,9.19578
zimmersrode,51.00603,9.23101
singlis,51.05945,9.32042
felsberg-gensungen,51.12811,9.43774
felsberg-altenbrunslar,51.16772,9.44584
felsberg-wolfershausen,51.18128,9.44382
münster-sarmsheim,49.94536,7.89648
laubenheim(nahe),49.91796,7.89714
langenlonsheim,49.89238,7.90117
bretzenheim(nahe),49.88015,7.89818
altenbamberg,49.7821,7.83268
hochstätten(pfalz),49.76643,7.83297
alsenz,49.72411,7.81528
hagelstadt,48.89579,12.21745
köfering,48.93818,12.19482
esslingen(neckar),48.74241,9.30593
bobingen,48.26485,10.82699
augsburg morellstr.,48.35677,10.89011
schwabmünchen,48.17775,10.75782
buchloe,48.03728,10.7289
blaichach(allgäu),47.52235,10.23428
farchant,47.52996,11.11192
oberau,47.56029,11.1361
eschenlohe,47.5986,11.18551
ohlstadt,47.63344,11.23417
huglfing,47.76979,11.15358
heidelberg hbf,49.41349,8.70798
darmstadt hbf,49.87264,8.65013
fulda,50.55364,9.67463
neubäu,49.23594,12.41676
roding,49.19565,12.51734
pösing,49.22985,12.54907
wörsdorf,50.24442,8.25609
oberbrechen,50.3539,8.19546
lindenholzhausen,50.3741,8.1163
pölling,49.29143,11.42171
rohr(thür),50.57692,10.49926
dietzhausen,50.60144,10.59334
suhl-heinrichs,50.59964,10.656
suhl,50.61009,10.68946
zella-mehlis,50.65677,10.66348
gehlberg,50.6776,10.79081
dörrberg,50.73448,10.79652
gräfenroda,50.74898,10.81239
kupfermühle,54.83697,9.41466
marl-hamm,51.62467,7.05098
marl mitte,51.96428,7.63655
gelsenkirchen-hassel,51.60388,7.04923
gelsenkirchen-buer nord,51.58506,7.04796
bottrop-boy,51.53697,6.97358
bottrop hbf,51.5247,6.9252
essen-dellwig ost,51.4898,6.93353
hittfeld,53.38598,9.9849
klecken,53.36932,9.93837
sechshelden,50.74741,8.25468
zöberitz,51.50878,12.03363
niemberg,51.55118,12.09031
stumsdorf,51.61494,12.06223
weißandt-gölzau,51.67121,12.06455
arensdorf(köthen),51.70852,12.01124
köthen,51.75155,11.9736
wulfen(anh),52.25328,5.2184
sachsendorf(calbe),48.58783,15.76306
gnadau,51.97644,11.77809
schönebeck-felgeleben,52.0006,11.75248
neustadt(b coburg),50.3265,11.12295
mönchröden,50.30312,11.05866
rödental mitte,50.2903,11.03316
rödental,50.2903,11.03316
dörfles-esbach,50.28084,10.99489
coburg nord,49.7627,6.64904
creidlitz,50.23835,10.97765
grub am forst,50.22757,11.0243
ebersdorf(b coburg),50.2206,11.06931
schney,50.16183,11.0751
lichtenfels,50.14645,11.0636
ebing,50.01018,10.90493
hirschaid,49.817,10.98909
oberbimbach,49.35648,10.99115
großenlüder,50.59045,9.54009
bad salzschlirf,50.62422,9.50757
angersbach,50.62747,9.44516
lauterbach(hess)nord,50.63629,9.39254
zell-romrod,50.72963,9.19743
ehringshausen(oberhess),50.60133,8.38289
burg-u. nieder gemünden,50.69413,9.05673
nieder-ohmen,50.64686,9.03185
mücke(hess),50.62517,9.02726
lehnheim,50.61089,8.98768
frankfurt(main)-gateway gardens,50.0569,8.59685
offenbach(main) ledermuseum,50.10641,8.7596
winnweiler,49.56863,7.85273
altenerding,48.20503,12.13853
aufhausen(b erding),48.27246,11.89233
st koloman,47.64283,13.20377
ottenhofen(oberbay),48.568,8.15975
frankfurt(main)west,50.13357,8.61394
frankfurt(main)messe,50.11208,8.68341
frankfurt-niederrad,50.08673,8.64608
münchen-karlsfeld,48.21674,11.5004
münchen-allach,48.18994,11.46029
münchen-untermenzing,48.18026,11.4836
münchen-obermenzing,48.16444,11.47524
münchen-laim,48.13545,11.50137
münchen hirschgarten,48.14997,11.51084
münchen hackerbrücke,48.1427,11.54864
beimerstetten,48.48048,9.98169
westerstetten,48.51741,9.95491
lonsee,48.54423,9.9171
urspring,48.5479,9.89273
amstetten(württ),48.1018,14.84526
geislingen(steige)west,48.6246,9.82823
lemgo,52.02778,8.90794
hörstmar(lippe),52.01239,8.8508
hennef im siegbogen,50.77461,7.31491
köln airport-businesspark,50.91259,7.04998
köln trimbornstr,50.9365,6.99852
helpup,51.97479,8.71245
ehlenbruch,51.98697,8.73226
winninghausen,52.32414,9.43745
kirchdorf(deister),48.07787,10.1232
ronnenberg,52.31871,9.65678
eichen(kr siegen),50.98179,7.96491
kreuztal-littfeld,51.00693,7.9815
welschen ennest,51.04293,8.00362
kirchhundem,51.08578,8.08913
lennestadt-meggen,51.12364,8.06624
hamburg rübenkamp,53.59959,10.03621
hamburg alte wöhr,53.59795,10.03879
