clear_station_name,lat,long
hamburg-barmbek,53.57473,10.03235
hamburg friedrichsberg,53.57647,10.04857
hamburg wandsbeker chaussee,53.56765,10.04685
hamburg hasselbrook,53.56457,10.05431
hamburg landwehr,53.56257,10.03613
kiel-hassee citti-park,54.31353,10.09964
kronshagen,54.34418,10.09816
suchsdorf,54.3551,10.08547
gettorf,54.40931,9.97398
deißlingen mitte,48.11335,8.60531
trossingen bahnhof,48.07509,8.63192
villingen-schwenningen hammerstatt,48.06255,8.54702
schwenningen(neckar),48.65588,10.64581
villingen-schwenningen eisstadion,48.05123,8.52866
zollhaus(villingen-schwenningen),48.04912,8.53786
marbach ost (villingen-schwenningen),48.03176,8.47108
marbach west(villingen-schwenningen),48.03176,8.47108
brigachtal kirchdorf,48.01378,8.4704
brigachtal klengen,48.00352,8.46667
donaueschingen grüningen,47.98273,8.47139
donaueschingen aufen,47.96274,8.47351
donaueschingen mitte/siedlung,47.95113,8.50052
waldshut,47.6237,8.21445
viersen,51.25731,6.39085
duisburg hbf,51.94028,4.56015
neckargemünd,49.39506,8.79751
steinsfurt,49.24027,8.90858
grombach,48.57189,8.54682
babstadt,49.24207,9.05799
kolbermoor,47.85019,12.06528
bad aibling kurpark,47.86247,12.00727
nebra,51.28666,11.57742
reinsdorf(bei nebra),51.29682,11.59806
karsdorf,51.28012,11.65109
kirchscheidungen,51.24298,11.656
laucha(unstrut),51.22357,11.67858
balgstädt,51.20462,11.73372
freyburg(unstrut),51.21277,11.76874
kleinjena,51.18063,11.77771
naumburg-roßbach,51.17372,11.78141
hamburg-rissen,53.58208,9.75502
suerhop,53.31797,9.85166
holm-seppensen,53.28769,9.87094
büsenbachtal,50.93058,7.55485
handeloh,53.24559,9.83974
wintermoor,53.18229,9.79485
schneverdingen,53.11908,9.78977
wolterdingen(han),53.03015,9.83301
soltau nord,-4.97347,-44.85306
dorfmark,52.90265,9.76019
bad fallingbostel,52.86598,9.69445
walsrode,52.86284,9.58713
hodenhagen,52.765,9.59554
schwarmstedt,52.67947,9.61665
lindwedel,52.60631,9.68646
freinsheim,49.50643,8.20854
herxheim am berg,49.50891,8.18147
kirchheim(weinstr),48.61757,9.47952
frankfurt-eschersheim,50.15985,8.65433
frankfurt-frankfurter berg,50.16626,8.67134
bedburg-hau,51.76328,6.18364
goch,51.67379,6.16286
weeze,51.62564,6.1985
gummersbach,51.02874,7.56597
gummersbach-dieringhausen,50.98404,7.53958
baar-ebenhausen,48.67203,11.47381
reichertshausen(ilm),48.46813,11.50323
paindorf,48.44871,11.49209
nordhausen-salza,51.58817,10.66584
niedersachswerfen,51.55037,10.76895
woffleben,51.55661,10.72563
ellrich,51.58759,10.66707
walkenried,51.58552,10.61731
bad sachsa,51.59469,10.55144
bad lauterberg im harz barbis,51.61327,10.42384
münchen flughafen besucherpark,48.1365,11.57788
stuttgart feuersee,48.72842,9.10495
tarp,55.52752,8.45844
nortorf,54.17074,9.85479
dittersbach,50.92421,13.07225
frankenberg(sachs),50.91223,13.03209
frankenberg(sachs) süd,51.09988,8.83133
braunsdorf-lichtenwalde,48.7518,9.48339
wilhelmshorst,52.32783,13.0579
alsdorf poststraße,50.85531,6.19499
alsdorf-mariadorf,50.86244,6.19113
alsdorf-kellersberg,50.8668,6.15977
alsdorf-annapark,50.87318,6.15824
alsdorf-busch,50.87888,6.14051
herzogenrath-august-schmidt-platz,50.88624,6.11884
herzogenrath-alt-merkstein,50.88406,6.10083
herzogenrath,50.86752,6.09353
kohlscheid,50.83497,6.08787
aachen west,50.77087,6.05954
aachen schanz,50.77052,6.07235
oberderdingen-flehingen,49.08711,8.78732
bauerbach,49.07509,8.7427
gölshausen industriegebiet,49.05168,8.73773
gölshausen,49.04603,8.72379
bretten kupferhälde,49.04112,8.72256
bretten schulzentrum,,
bretten wannenweg,49.02962,8.71036
bretten stadtmitte,51.22302,6.77984
bardowick,53.29357,10.38895
radbruch,53.31094,10.28405
hösbach,50.00404,9.20163
laufach,50.01291,9.29689
hannover bismarckstr.,52.35595,9.76639
niederheimbach,50.03491,7.80678
trechtingshausen,50.01095,7.84824
uhlerborn,50.00512,8.13807
ehrang ort,48.3161,13.43389
quint,44.02143,-71.12991
föhren,49.85781,6.76301
hetzerath,49.87476,6.81571
sehlem(kr wittlich),52.00833,9.97188
salmtal,49.92638,6.84972
wittlich hbf,49.98641,6.88977
ürzig(db),49.97857,7.00488
bengel,50.01537,7.06224
neef,50.09188,7.13729
ediger-eller,50.0953,7.15634
winningen(mosel),50.31221,7.51983
koblenz-güls,50.34355,7.54591
koblenz-moselweiß,50.35999,7.58018
icking,47.95441,11.43828
ebenhausen-schäftlarn,47.98005,11.45496
hohenschäftlarn,47.9907,11.45598
baierbrunn,48.01918,11.48679
buchenhain,48.02903,11.48571
boisheim,51.27269,6.27436
breyell,51.29877,6.24812
kämmereiforst,52.53628,11.41533
krensitz,51.4876,12.4605
hohenroda,50.82623,9.90973
lissendorf,50.31632,6.61145
nettersheim,50.49296,6.63171
urft,50.51071,6.57513
scheven,50.55873,6.58881
ventschow,53.78485,11.5777
blankenberg(meckl),51.31154,3.13362
frankfurt(main)süd,50.05204,8.57312
rückersbacher schlucht,,
weilerswist,50.75501,6.83952
arsbeck,51.14276,6.21112
wegberg,51.14164,6.27836
mönchengladbach-rheindahlen,51.14822,6.36197
gladbeck west,51.57439,6.99259
luckau-uckro,51.85309,13.60894
golßen(niederlausitz),52.36492,13.63767
baruth(mark),52.04518,13.5028
neuhof(b zossen),52.13886,13.47716
wünsdorf-waldstadt,52.1905,13.46865
zossen,52.2155,13.44804
dabendorf,52.24056,13.43689
rangsdorf,52.29251,13.43085
blankenfelde(teltow-fläming),52.33585,13.4136
berlin-lichterfelde ost,54.03588,10.44469
berlin südkreuz,52.47554,13.36634
gaildorf west,49.00083,9.76995
diez ost,50.37035,8.00933
staffel,50.39515,8.03846
elz(limburg/lahn) süd,50.40849,8.0321
niedererbach,50.42666,7.97657
dreikirchen,50.44548,7.95605
steinefrenz,50.45872,7.93034
girod,50.45105,7.911
goldhausen,51.24685,8.81744
bad schönborn-kronau,49.21922,8.63347
friesenheim(baden),48.3738,7.87516
herbolzheim(breisg),48.22254,7.77753
köndringen,48.13914,7.80573
teningen-mundingen,48.28644,9.58276
kollmarsreute,48.10257,7.87828
hegne,47.70963,9.09937
bacharach,50.05556,7.76951
oberwesel,50.11108,7.72108
st goar,50.15067,7.716
boppard-hirzenach,50.17753,7.64197
boppard-bad salzig,50.20562,7.63348
boppard hbf,50.23178,7.5879
spay,47.9235,0.15047
rhens,50.28044,7.61817
koblenz hbf,50.3609,7.59282
koblenz stadtmitte,51.22302,6.77984
koblenz-lützel,50.36694,7.59183
mülheim-kärlich,50.38656,7.49734
weißenthurm,50.4188,7.4507
andernach,50.44122,7.4003
namedy,50.45316,7.36228
brohl,50.22068,7.27923
bad breisig,50.51364,7.29445
sinzig(rhein),50.54444,7.25535
remagen,50.58002,7.22411
rolandseck,50.63133,7.20827
rodleben,51.89395,12.19635
zerbst/anhalt,51.96717,12.08461
güterglück,51.98946,11.99015
lübs(magdeburg),52.13048,11.63158
prödel,52.0374,11.92153
gommern,52.07322,11.82616
wahlitz,52.10665,11.78129
königsborn,52.13338,11.76016
frankenthal süd,49.49968,8.36386
renningen süd,48.76431,8.93404
enkenbach,49.71736,7.74595
münchweiler(alsenz),49.5515,7.88517
imsweiler,49.60138,7.79928
rockenhausen,49.63004,7.81574
edle krone,50.94717,13.58355
klingenberg-colmnitz,50.91473,13.47724
niederbobritzsch,50.8984,13.43548
muldenhütten,50.90294,13.38386
kleinschirma,50.90638,13.28951
frankenstein(sachs),50.90099,13.2119
oederan,50.86223,13.16795
falkenau(sachs)süd,50.85678,13.11137
chemnitz-hilbersdorf,50.85347,12.95816
chemnitz mitte,50.84115,12.90842
chemnitz-schönau,50.81771,12.87062
chemnitz-siegmar,50.81657,12.84355
grüna(sachs)hp,50.8111,12.78751
wüstenbrand,50.80816,12.75623
steinheim(westf),48.96576,9.2785
schieder,51.91376,9.15591
lügde,51.95834,9.24598
bad pyrmont,51.98112,9.25132
emmerthal,52.04938,9.37661
hameln,52.10074,9.35769
bad münder(deister),52.19537,9.46455
springe,52.20741,9.55567
völksen/eldagsen,52.21699,9.62601
bennigsen,52.23909,9.6679
weetzen,52.29482,9.64003
hannover-linden/fischerhof,52.355,9.70859
rieste,52.48509,8.01247
neuenkirchen(oldb),52.23767,7.37067
holdorf(oldb),52.58645,8.12412
steinfeld(oldb),52.58686,8.21718
mühlen(oldb),53.10913,8.45881
lohne(oldb),52.66471,8.22928
vechta,52.72899,8.2864
lutten,52.61087,6.57244
goldenstedt(oldb),52.7854,8.4306
rechterfeld,52.843,8.38925
wildeshausen,52.89474,8.43241
brettorf,52.96493,8.45522
ganderkesee,53.03615,8.54509
kaiserslautern galgenschanze,49.43948,7.74878
kaiserslautern-hohenecken,49.41694,7.69838
schopp,49.34922,7.68582
steinalben,49.31333,7.65134
waldfischbach,49.28642,7.65376
oeventrop,51.39338,8.13556
oberweimar,50.96366,11.34876
mellingen(thür),50.94615,11.3903
großschwabhausen,50.93781,11.48728
neue schenke,51.01797,11.92836
papiermühle(stadtr),51.11128,7.85212
westönnen,51.55367,7.96335
hemmerde,51.55086,7.80858
lünern,51.549,7.76242
holzwickede,51.50227,7.61905
dortmund-sölde,51.49751,7.58788
dortmund-aplerbeck,51.48481,7.55369
stuttgart schwabstr.,48.77489,9.15602
zwickau-pölbitz,50.73977,12.4976
oberrothenbach,50.76749,12.47463
mosel,43.81877,-87.79793
glauchau-schönbörnchen,50.82691,12.5077
sulzbach-rosenberg,49.50533,11.74356
ilmenau pörlitzer höhe,49.79491,10.51273
ilmenau-roda,50.69684,10.89093
elgersburg,50.70488,10.85261
geraberg,50.71299,10.82918
martinroda,50.7248,10.88791
karlsruhe-durlach,48.99913,8.47351
ubstadt-weiher,49.16178,8.63216
mannheim-friedrichsfeld süd,49.44038,8.57546
mannheim arena/maimarkt,49.47032,8.52262
feldhausen,51.61236,6.97038
gundelfingen(bay),48.55498,10.36591
lauingen,48.57018,10.43043
höchstädt(donau),48.61145,10.5676
blindheim,62.37655,6.57616
schwenningen(bay),48.65588,10.64581
tapfheim,48.67403,10.68361
genderkingen,48.70795,10.87906
rain,48.69135,10.92015
burgheim,48.70041,11.01754
straß-moos,50.17776,11.77038
unterhausen(bay),48.43345,9.25542
anzefahr,50.84389,8.86849
bürgeln,50.85499,8.81987
wilmersdorf(angerm),53.1108,13.90637
warnitz(uckermark),53.18631,13.87719
seehausen(uckermark),53.21587,13.87953
mainroth,50.12364,11.323
mainleus,50.09986,11.37563
untersteinach(b stadtsteinach),50.13136,11.52562
ludwigschorgast,50.12419,11.55899
"heinrichshaus malstatt, saarbrücken",49.2602,6.97549
"siedlerheim malstatt, saarbrücken",49.24996,6.97615
"rastpfuhl malstatt, saarbrücken",49.2509,6.96318
"pariser platz/st.paulus malstatt, saarbrücken",49.24671,6.96781
"cottbuser platz malstatt, saarbrücken",49.24315,6.97186
"ludwigstr. malstatt, saarbrücken",49.24093,6.97881
"trierer str., saarbrücken",49.24027,6.98675
"hauptbahnhof, saarbrücken",49.24054,6.9885
"kaiserstr., saarbrücken",49.24745,7.06033
"johanneskirche, saarbrücken",49.23604,6.99653
"landwehrplatz, saarbrücken",49.23373,7.00125
"uhlandstr., saarbrücken",49.22953,7.00593
"hellwigstr., saarbrücken",49.23088,7.01313
"kieselhumes, saarbrücken",49.22814,7.01739
"römerkastell, saarbrücken",49.22667,7.02147
melchow,52.78009,13.71131
biesenthal,52.76575,13.64417
rüdnitz,52.72283,13.62666
weilerswist-derkum,50.71209,6.81485
kleingemünden,49.39728,8.7987
wolfsmünster,50.09349,9.73527
gräfendorf,50.12278,9.7418
michelaubrück,47.86485,-68.68301
weickersgrüben,50.1014,9.79192
morlesau,50.11774,9.8048
diebach,49.30923,10.18837
hammelburg,50.11594,9.88965
hammelburg ost,51.31455,4.95333
westheim-langendorf,48.90626,8.78615
elfershausen-trimberg,50.13452,9.97314
euerdorf,50.14851,10.02342
oerlenbach,50.1433,10.13468
poppenhausen,50.48814,9.86799
frankfurt(m)ostendstraße,50.11158,8.69948
glückstadt,53.78892,9.42368
itzehoe,53.92365,9.51513
heide(holst),54.7974,9.1341
lunden,55.03074,9.79158
münchen-neuaubing,48.13641,11.57754
münchen-freiham,48.13483,11.41083
nürnberg-reichelsdorf,49.38626,11.0352
mochenwangen,47.87482,9.63434
niederbiegen,47.82819,9.62319
weingarten berg,48.69104,9.66638
weißenau,46.67683,7.83751
oberzell,47.75407,9.5729
kehlen,49.66821,6.03683
löwental,51.38345,6.99563
valdek,50.09783,14.08801
sluknov,51.00336,14.45318
sluknov zast.,51.00336,14.45318
velky senov zast.,50.99217,14.37974
velky senov,50.99217,14.37974
lipova u sluknova,51.01184,14.36551
mikulasovice dolni nadrazi,50.96629,14.35951
vilemov u sluknova,50.73283,15.42179
horni poustevna,50.99751,14.29423
dolni poustevna,50.9822,14.28816
sebnitz(sachs),50.96732,14.27021
amtshainersdorf,50.96586,14.23237
ulbersdorf,50.96238,14.20897
goßdorf-kohlmühle,50.94193,14.16719
porschdorf(pirna),50.9399,14.13042
rathmannsdorf(kr pirna),50.92912,14.14292
krippen,50.90509,14.16362
schmilka-hirschmühle,50.89067,14.22909
wuppertal hbf,51.27165,7.19677
lemförde,52.46849,8.37703
diepholz,52.60938,8.36962
twistringen,52.80008,8.63879
düsseldorf-flingern,51.22715,6.81112
wuppertal-vohwinkel,51.22994,7.06792
nürnberg-schweinau,49.42974,11.04456
roßtal,49.3989,10.88575
burg(dithm),53.99786,9.2619
schierstedt,51.15548,10.92119
giersleben,51.76486,11.56043
neundorf(anh),51.82261,11.57435
förderstedt,51.89736,11.63432
eickendorf,52.36944,11.141
eggersdorf,47.12311,15.59981
schönebeck-bad salzelmen,51.99672,11.71687
weil am rhein-gartenstadt,47.5885,7.61622
weil am rhein-pfädlistraße,47.59124,7.62905
weil am rhein ost,47.59285,7.63284
lörrach dammstraße,47.598,7.65358
lörrach-stetten,47.60504,7.66534
mainz-gustavsburg,49.96396,8.32318
berlin-pichelsberg,52.51076,13.22952
berlin olympiastadion,52.51325,13.24016
berlin heerstraße,52.50721,13.23702
berlin messe süd (eichkamp),,
berlin westkreuz,52.5019,13.2817
berlin savignyplatz,52.50579,13.32171
berlin treptower park,52.48893,13.46823
oberwinden,48.15438,8.04311
niederwinden,48.14292,8.02244
bleibach,48.12785,8.00246
gutach(breisgau),48.11888,7.98799
kollnau,48.10639,7.97196
groß-umstadt mitte,49.90259,8.95265
groß-umstadt klein-umstadt,49.89126,8.94441
babenhausen langstadt,49.92485,8.95168
aligse,52.40163,9.97495
otze,52.48627,10.0095
annaberg-buchholz mitte,50.57939,13.00372
annaberg-buchholz unterer bf,50.57802,13.0028
wiesa(erzgeb),,
thermalbad wiesenbad,50.62069,13.04829
wolkenstein,50.65443,13.07465
warmbad,-24.89177,28.29613
scharfenstein,50.6964,13.06089
wilischthal,50.72457,13.05815
zschopau,50.74765,13.06944
zschopau ost,50.74765,13.06944
waldkirchen(erzgeb),50.76658,13.10829
witzschdorf,50.77375,13.07002
hennersdorf(sachs),50.7962,13.07425
erdmannsdorf-augustusburg,50.82096,13.07715
flöha-plaue,50.85013,13.10955
glesch,50.97376,6.59063
paffendorf,50.96318,6.60799
vallendar,50.40168,7.61526
fichtenberg,48.98611,9.7125
fornsbach,48.97539,9.64849
schrezheim,48.9518,10.11069
schwabsberg,48.92814,10.1385
goldshöfe,48.8912,10.13116
hofen(b aalen),48.87406,10.11238
wasseralfingen,48.86511,10.10306
plüderhausen,48.79475,9.60239
lübeck-travemünde hafen,53.94058,10.85172
bad oldesloe,53.8114,10.37511
schüttorf,52.32143,7.21865
weidenthal,49.42148,7.99071
lambrecht(pfalz),49.37309,8.06841
neustadt(weinstr)hbf,48.86611,11.77055
haßloch(pfalz),49.36322,8.26008
böhl-iggelheim,49.38391,8.29891
schifferstadt,49.38706,8.37227
limburgerhof,49.41793,8.39712
ludwigshafen-rheingönheim,49.44476,8.41789
ludwigshafen-mundenheim,49.46233,8.42993
ludwigshafen(rhein) mitte,49.48192,8.44917
mannheim-seckenheim,49.46755,8.56327
heidelberg-pfaffengrund/wieblingen,49.41206,8.64158
heidelberg-kirchheim/rohrbach,49.37883,8.67468
st ilgen-sandhausen,49.34235,8.65838
wiesloch-walldorf,49.30186,8.65001
rot-malsch,48.88047,8.3345
bad schönborn süd,49.19799,8.6441
stettfeld-weiher,49.97156,10.72567
weichering,48.71666,11.32089
rohrenfeld,48.72646,11.27453
lützow,53.65369,11.17561
groß brütz,53.64973,11.25448
schwerin-warnitz,53.66357,11.34606
schwerin-margaretenhof,53.65873,11.36069
schwerin-lankow,53.64706,11.36558
schwaan,53.93978,12.10757
schwerin hbf,53.62591,11.41657
blankenberg(sieg),52.60718,13.46363
hechingen,48.35134,8.96304
seelow-gusow,52.5328,14.38175
müncheberg(mark),52.50179,14.14345
rehfelde,52.52846,13.92456
herrensee,52.55691,13.87138
frankfurt-nied,50.10665,8.58209
pommelsbrunn,49.50365,11.51012
happurg,49.49392,11.46977
hersbruck(l pegnitz),49.50664,11.41911
kleinensiel,53.44478,8.47438
rodenkirchen(oldb),53.40158,8.45294
brake(unterweser),53.32634,8.4788
kirchhammelwarden,,
elsfleth,53.23295,8.45461
berne,46.94843,7.44046
untersteinach(bayr),50.13482,11.5279
döhlau,50.27976,11.94743
friedrichsthal(b bayreuth),49.96046,11.62634
laineck,52.50763,4.91544
bayreuth-st georgen,49.9535,11.59165
hamburg-wilhelmsburg,53.47913,9.99679
hamburg-veddel,53.5236,10.01636
hürth-kalscheuren,50.88784,6.90729
brühl,50.83038,6.90552
sechtem,50.78893,6.95435
roisdorf,50.75655,7.00845
bonn hbf,50.73181,7.09888
bonn un campus,50.71867,7.12655
bonn-bad godesberg,50.68601,7.15556
bonn-mehlem,50.66102,7.19199
oberwinter,50.61517,7.20902
leschede,52.39956,7.31048
geeste,52.6008,7.26967
haren(ems),52.79004,7.245
lathen,52.86047,7.31437
dörpen,52.96597,7.32788
aschendorf,52.09842,8.14396
karlsruhe albtalbahnhof,48.09088,-100.62598
durmersheim nord,48.94343,8.28155
duckterath,50.9849,7.09636
katlenburg,51.68117,10.09923
wulften,51.66142,10.17632
hattorf,51.65039,10.23686
leonberg,48.80169,9.0143
ötisheim,48.96147,8.80335
maulbronn west,48.98513,8.78095
ölbronn-dürrn,48.98105,8.75257
knittlingen-kleinvillars,48.99842,8.74313
bretten-ruit,49.00924,8.72435
bretten rechberg,49.0324,8.68391
drebkau,51.6569,14.22166
bahnsdorf,51.64057,13.30036
schwarzheide ost,51.47288,13.86623
lüssow(meckl),53.83862,12.14292
mistorf,53.88091,12.14295
oberaichen,48.70624,9.11961
stuttgart-vaihingen,48.73052,9.10971
stuttgart universität,34.49832,-91.55262
frauenalb-schielberg,48.84294,8.44804
marxzell,48.86134,8.44803
"fischweier, karlsbad",48.88926,8.45133
etzenrot,48.90968,8.46463
busenbach,48.93206,8.46328
ettlingen stadt,48.93893,8.4101
deining(oberpf),49.22393,11.53947
batzhausen,49.18939,11.60198
mausheim,49.11636,11.76835
laaber,49.06533,11.886
deuerling,49.03643,11.90687
undorf,49.02758,11.93302
etterzhausen,49.03177,11.97744
regensburg-burgweinting,48.98738,12.14209
sünching,48.87993,12.35421
doberschütz,51.49827,12.74819
jesewitz(leipzig),51.23408,12.90015
pönitz(leipzig),51.34066,12.37203
leipzig-heiterblick,51.36127,12.47026
leipzig-thekla,51.3796,12.43282
essen-kray nord,51.4639,7.07953
gelsenkirchen-rotthausen,51.49796,7.08597
nieder olm,49.90941,8.20301
saulheim,49.87312,8.14962
erbach(odenw) nord,49.66893,8.98984
michelstadt,49.67707,9.00511
bad könig zell,49.72227,8.99393
bad könig,49.74492,9.00352
höchst mümling-grumbach,49.77048,8.98619
höchst(odenw),49.79942,8.99425
höchst hetschbach,49.80757,8.9836
otzberg lengfeld,49.83146,8.90273
reinheim(odenw),49.83204,8.83373
ober ramstadt,49.82928,8.74715
mühltal,49.82334,8.7013
darmstadt tu-lichtwiese,49.8613,8.67103
darmstadt ost,49.87264,8.65013
michelau(oberfr),50.16309,11.10978
bischheim-gersdorf,50.85677,9.51452
pulsnitz,51.18337,14.0157
pulsnitz süd,51.4076,13.56465
großröhrsdorf,51.14633,14.02569
kleinröhrsdorf,51.12656,13.97585
langebrück(sachs),51.12604,13.8408
dresden-klotzsche,51.11524,13.78895
bammental,49.35549,8.77589
reilsheim,49.34989,8.77447
mauer(b heidelberg),49.34248,8.79657
hamburg-bergedorf,53.49015,10.20879
sehma,50.53814,12.9947
annaberg-buchholz süd,50.55786,12.99833
heiligenstein(pfalz),49.28463,8.39635
berghausen(pfalz),50.25923,8.00595
basdahl kluste,53.45144,9.01345
brillit,53.41427,8.98939
gnarrenburg nord,53.38283,9.00269
gnarrenburg,53.38283,9.00269
nordsode,53.33386,8.97838
ostersode,53.3146,8.97619
hüttenbusch,53.27115,8.95666
neu st jürgen,53.25517,8.96464
worpswede,53.22288,8.9253
ahrensfelde(bz. bremen),52.577,13.58284
boxberg-wölchingen,49.48494,9.63011
eubigheim,49.50135,9.54043
rosenberg(baden),49.45583,9.4752
friedrichshafen ost,47.6793,9.51408
eriskirch,47.62977,9.5286
langenargen,47.59845,9.54129
schaffhausen,47.6953,8.63159
erzingen(baden),47.6605,8.41965
tiengen(hochrhein),47.57174,8.43962
blankenbach,50.06414,9.23419
königshofen(kahl),49.54734,9.73134
schimborn,50.05629,9.18458
mömbris-mensengesäß,50.0705,9.16728
mömbris-strötzbach,50.07742,9.15418
niedersteinbach,49.0296,7.71404
michelbach(unterfr),49.07053,9.76217
kälberau,50.09128,9.09436
alzenau burg,50.08952,9.07401
alzenau(unterfr),,
alzenau nord,50.08683,9.07451
kahl kopp/heide,50.07893,9.01526
velden(b hersbruck),49.61098,11.5183
rupprechtstegen,49.59996,11.48252
vorra(pegnitz),49.55724,11.49232
hohenstadt(mittelfr),48.54421,9.66263
hamburg-ohlsdorf,53.61941,10.03407
otterfing,47.90889,11.67546
huckstorf,53.98464,12.10977
pölchow,54.00974,12.098
papendorf,54.03623,12.12983
solms,50.53928,8.40621
leun/braunfels,50.51748,8.38678
stockhausen(lahn),50.65796,7.35925
löhnberg,50.51113,8.27049
schneidhain,50.17229,8.4549
kelkheim-hornau,50.14105,8.44741
kelkheim,50.14105,8.44741
kelkheim-münster,48.82142,9.21963
liederbach,50.12109,8.49139
liederbach-süd,50.12109,8.49139
frankfurt-unterliederbach,50.11077,8.53796
vellmar-niedervellmar,51.35523,9.47583
fuldatal-ihringshausen,51.35033,9.5261
speele,51.37818,9.56258
gertenbach,51.37835,9.80366
rudolstadt-schwarza,50.68739,11.31576
uhlstädt,50.74155,11.46896
zeutsch,50.7536,11.50487
kahla(thür),50.80113,11.58693
jena saalbf,50.92696,11.58634
jena-zwätzen,50.9309,11.58958
porstendorf,50.76525,11.92648
dornburg(saale),51.00686,11.66513
camburg(saale),53.57352,9.88761
leuna werke süd,51.65492,7.63265
leuna werke nord,51.32089,12.00002
urmitz rheinbrücke,48.02448,7.58538
rheinbrohl,50.49374,7.33281
linz(rhein),48.30123,14.30954
oberlindhart,48.75466,12.2128
niederlindhart,48.7658,12.24517
mallersdorf,49.35418,12.31973
laberweinting,48.7959,12.31694
sallach,46.62825,14.17142
geiselhöring,48.8261,12.39369
perkam,48.85412,12.44011
gütersloh hbf,51.90951,8.381
bielefeld hbf,52.02916,8.53357
herford,52.11641,8.66929
hannover hbf,52.37227,9.73815
nordholz,53.78435,8.59579
dorum(weserm),53.29295,-9.12608
wremen,53.64948,8.51058
bad schandau,50.9177,14.1559
königstein(sächs schw),50.9166,14.0726
pirna,50.9579,13.93945
heidenau-großsedlitz,50.95555,13.88427
heidenau süd,53.31401,9.65644
heidenau,53.31401,9.65644
dresden-zschachwitz,51.02481,13.79261
dresden-niedersedlitz,51.00214,13.81268
dresden-dobritz,51.05363,13.74081
dresden-reick,51.05363,13.74081
dresden-strehlen,51.0318,13.7621
dresden freiberger straße,51.0505,13.72648
dresden mitte,40.11992,-82.01022
dresden-neustadt,51.06025,13.7578
dresden bischofsplatz,51.07205,13.74676
dresden-pieschen,51.08485,13.70577
dresden-trachau,51.08931,13.70524
radebeul ost,51.09993,13.66477
radebeul-weintraube,51.10161,13.65625
radebeul-kötzschenbroda,51.10684,13.62607
coswig(b dresden),51.0672,13.78229
schwante,52.73525,13.08647
vehlefanz,52.71916,13.09949
bärenklau,51.94004,14.56777
dresden industriegelände,52.04985,8.14454
kaufbeuren,47.87972,10.62399
eimeldingen,47.63138,7.59522
istein,47.66192,7.53544
kleinkems,47.691,7.5228
rheinweiler,47.71032,7.53388
buggingen,47.84789,7.63737
norsingen,47.93865,7.72718
dutenhofen(wetzlar),50.56074,8.59714
isselhorst-avenwedde,51.94605,8.41065
alsheim,49.76527,8.34012
potsdam park sanssouci,52.40449,13.04032
golm,52.40777,12.96471
marquardt,52.45674,12.96622
priort,52.52233,12.98173
wustermark,52.54562,12.94302
berlin-staaken,52.5396,13.14282
schafbrücke,49.22896,7.04984
rentrisch,49.26589,7.08555
pfalzel,49.78441,6.69471
arnschwang,49.27327,12.81437
weiding,49.2614,12.76103
kothmaißling,49.24467,12.73182
bremen-oberneuland,53.09016,8.93561
sagehorn,53.07813,9.01651
obertraubling,48.96591,12.16651
oberoderwitz,50.96863,14.70748
neugersdorf,50.97998,14.61398
sohland,51.04458,14.42712
wilthen,51.0963,14.37541
neukirch(lausitz)ost,51.09732,14.31813
hohen neuendorf west,52.67006,13.28464
potsdam charlottenhof,52.39998,13.02266
angersdorf,51.45724,11.90583
zscherben,51.33534,11.97005
teutschenthal ost,51.45415,11.81675
teutschenthal,51.45415,11.81675
wansleben am see,51.46171,11.74839
amsdorf,51.4636,11.72704
schladern(sieg),50.8076,7.59127
herchen,50.78125,7.51207
eitorf,50.76961,7.44935
hennef(sieg),50.77383,7.2843
siegburg/bonn,50.71019,7.18005
spich,50.8268,7.12534
köln/bonn flughafen,50.87863,7.11957
köln frankfurter straße,50.952,7.01544
köln messe/deutz,50.94726,6.98445
köln-weiden west,50.94013,6.81474
buir,50.86023,6.58233
bahlingen am kaiserstuhl,48.1228,7.73905
bahlingen riedlen,48.11882,7.74877
nimburg(baden),48.10756,7.77795
eichstetten am kaiserstuhl,48.09422,7.74521
bötzingen mühle,48.07596,7.72662
bötzingen,48.07743,7.72593
köln-dellbrück,50.96561,7.09367
köln-holweide,50.97186,7.05147
köln-mülheim,50.96158,7.00557
köln-buchforst,50.95126,7.00589
köln hansaring,50.94801,6.94987
köln-nippes,50.96319,6.95402
magdeburg-eichenweiler,52.08924,11.62529
steinfeld(stendal),52.96091,11.77709
freihung,49.62117,11.90749
weiherhammer,49.63742,12.04912
berlin frankfurter allee,52.51242,13.48814
bochum-langendreer west,51.47773,7.3017
ernsgaden,48.73046,11.57161
vohburg,48.7704,11.61813
münchsmünster,48.76525,11.68984
neustadt(donau),53.06824,8.7901
abensberg,48.81575,11.84739
saal(donau),48.89714,11.92755
bad abbach,48.93466,12.03964
poikam,48.92869,12.01528
sinzing,48.99114,12.03545
regensburg hbf,49.01491,12.10169
münster(hessen),49.92232,8.85495
eppertshausen,49.94666,8.84342
rödermark-ober roden,49.9781,8.82779
rödermark-urberach,49.97172,8.79542
dreieich-offenthal,49.9793,8.74563
dreieich-götzenhain,49.99778,8.73336
dreieich-dreieichenhain,50.00159,8.71468
dreieich-weibelfeld,50.01019,8.69256
dreieich-sprendlingen,50.01676,8.69552
pegnitz,49.75642,11.54338
schnabelwaid,49.81244,11.58202
